,text
561,This is great progress. https://t.co/2paFaX0Y0j
562,RT @CAgovernor: Elections and the right to vote are foundational to our democracy &amp; CA will not let that right be threatened by #COVID19.…
563,"Conserving at least 30% of the planet would not only prevent mass extinctions and curb the climate crisis through proven nature-based solutions, but with the right policies in place, could be beneficial to the global economy.  https://t.co/D32b8lS4U0"
564,Watch this compelling video portrait in the @NewYorker of a powerful Siona woman leading efforts to remove landmines and protect her territory for generations to come. @AFrontlines #SionaSurvival https://t.co/pGFRws3KoH
565,RT @washingtonpost: Rapid Arctic meltdown in Siberia alarms scientists https://t.co/TdIHtgJxcE
566,This is a positive step forward. https://t.co/FILmRWYmfT
567,"RT @Frances_Fisher: We must take action to halt the spread of #COVID19 in the Amazon! 
This Friday 6/26
10amPT 1pmET 6pmUK 7pmCEST
Also 5pm…"
568,"RT @Frances_Fisher: We must take action to halt the spread of #COVID19 in the Amazon! This Friday 6/26, at 10amPT and 5pmPT I'll be joining…"
569,"RT @laurenepowell: What the Supreme Court did today was support the best of American values: fairness, justice, and hope. The Dreamers belo…"
570,This is inextricably linked. https://t.co/151AVEBH6S
571,"I commit to listen, learn, and take action. I am dedicated to end the disenfranchisement of Black America.

I will personally donate to the following organizations. Please join me in supporting @ColorOfChange, @fairfightaction, The @NAACP, &amp; @eji_org. https://t.co/z3sOaJ7Bqd"
572,Thank you all for the incredible support for #AmericasFoodFund! https://t.co/xskng23pJy
573,"RT @Frances_Fisher: #ArtistsForAmazonia Livestream 5/28 Jane Fonda Morgan Freeman
A lot of us are amplifying #AmazonEmergencyFund, a coalit…"
574,This is great progress. https://t.co/cySzZzUBJt
575,RT @mongabay: Philippine village on lockdown delivers nearly 300 hawksbill turtle hatchlings safely to sea: https://t.co/dAStvM5yf9 https:/…
576,#GRANT tells the fascinating story of Ulysses S. Grant. It was a privilege to help bring this three-part series to life as Executive Producer. Watch the series on @HISTORY starting tonight. https://t.co/mfgcsiBJRc
577,"RT @HISTORY: A historic look at the Battle of the Wilderness during @HISTORY's 3-night miniseries event, #Grant premieres tomorrow at 9/8c…"
578,RT @wef: #COVID19 is not a break for nature – let’s make sure there is one after the crisis #biodiversityday https://t.co/EzHj8uFqGJ https:…
579,"The Jamaican Iguana Recovery Group may be able to start releasing #JamaicanIguanas to the wildlife sanctuary on the #GoatIslands within the next few years. The sanctuary can hold up to 10,000 iguanas. 

Photo: @robindmoore @global_wildlife https://t.co/tr8CIQHX7l"
580,RT @napsaprimates: The #ChimpsInNeed fundraiser is a collaboration between NAPSA and @7thgenadvisors focused on emergency rehoming of #chim…
581,"RT @Reuters: Calling for help to raise a coronavirus fund, indigenous groups from nine countries in the Amazon accused regional governments…"
582,RT @chefjoseandres: We’ve been building the #RestaurantsForThePeople model in many cities &amp; proving it can be taken anywhere to feed the Pe…
583,"RT @JuttaUrpilainen: Together with @Global_Wildlife  @LeoDiCaprio &amp; @EmCollective, we are delighted to support the creation of the Virunga…"
584,"RT @gorillacd: Today, @LeoDiCaprio announced the Virunga Fund to urgently raise funds to support Virunga through this critical time. https:…"
585,"RT @Global_Wildlife: The future of @gorillacd, home to the iconic mountain gorilla, is at risk as it deals w/ Ebola, COVID-19 &amp; a recent at…"
586,"RT @wef: When we listen to indigenous peoples, we can protect ourselves and the planet, says Colombia's former president @JuanManSantos htt…"
587,"From @NowThisNews: How deforestation facilitates the spread of diseases like COVID-19
https://t.co/OQT5kSyVze"
588,"RT @markfischetti: To reduce chances of the next pandemic, reduce deforestation; op-ed https://t.co/5hHKdpJ0YO @sciam"
589,RT @NatGeo: The rediscovery of the Mindo harlequin toad could mean there’s hope yet for this family of amphibians amid the devastation caus…
590,RT @mongabay: Rwanda’s Akagera park thrives thanks to community-led anti-poaching drive: https://t.co/DMaWWMn7Js https://t.co/CRg85fouJk
591,RT @MarkRuffalo: Proud to join our #NavajoNation sisters &amp; brothers in their call for assistance to #stopthespread of #COVID19. They need m…
592,"RT @SavetheChildren: We're thrilled to join #AmericasFoodFund, an initiative to help coordinate, mobilize and distribute meals to children…"
593,"RT @WCKitchen: 🎥 Watch WCK’s new film, If We Do It Together, dedicated to all the local heroes like Danny Barber in The Bronx keeping their…"
594,Cameroon’s #EboForest is home to gorillas &amp; chimpanzees. Researchers have asked the Cameroonian Govt. to suspend logging plans &amp; work with local communities to develop an inclusive land-use plan. Let’s #ProtectEboForest: https://t.co/t3BTgoeIDa
595,"Native communities are being directly impacted by COVID-19. @_IllumiNatives is a new initiative helping to make Native people visible during this pandemic. 
Head to https://t.co/tKX2CwQOwU to find out how you can get involved."
596,RT @guardianeco: Meteorologists say 2020 on course to be hottest year since records began https://t.co/dGeue6FAY7
597,"RT @EmCollective: “We need to start preparing now to ensure that come November, we have adequate in-person voting that is safe and availabl…"
598,"RT @CNNOpinion: Pandemics, climate change, &amp; environmental degradation are all related, write three scientists w/ @TheWCS -- but so are the…"
599,This is devastating. https://t.co/yqKD426MxN
600,"RT @Global_Wildlife: What future do you choose? ✅ Choose to protect wild animals and the 🌎 planet, which will protect us from 🦠pandemics. @…"
601,"#EarthDay2020 is a pivotal moment for the planet 🌏 Support the fight towards protecting our Earth. Today marks the 50th Anniversary of Earth Day, join @EarthDayNetwork for a virtual day of action at https://t.co/ruTqbAqqy7"
602,"RT @Independent: Jane Goodall calls for global ban on wildlife trade and end to ‘destructive and greedy period of human history’ 🦂

#BanWil…"
603,RT @Global_Wildlife: It’s time to #EndTheTrade. We have formed a coalition with @TheWCS &amp; @wildaid to permanently end commercial trade &amp; sa…
604,"RT @McConaughey: hey ya’ll, I’ve accepted the #ALLINCHALLENGE. Go to https://t.co/oCLLVTWD8J and donate for a chance to win a chance to joi…"
605,Thanks for joining in Ellen! 👏 https://t.co/t9k6VmGCUK
606,"RT @Fanatics: JUST IN: @LeoDiCaprio is now ALL IN! Leo offering a Walk On Role In A Scorsese Film with himself and DeNiro, you have a chanc…"
607,"Have you ever wondered what it’s like to work with Martin Scorsese, De Niro &amp; myself? Here’s your chance. Visit https://t.co/E5K5SBHeM4 to take part and donate what you can.
Matthew McConaughey, @TheEllenShow, @IamJamieFoxx, will you go all in with us? #AllinChallenge https://t.co/dyBGDcK5v2"
608,RT @FeedingAmerica: Each and every one of the 200 member food banks are receiving initial funds to assist them as more people than ever rea…
609,"RT @WCKitchen: After launching #ChefsForAmerica last month, WCK’s nationwide response has served more than 750,000 meals to vulnerable comm…"
610,"RT @EmCollective: ""Breaking America’s promise to #dreamers and leaving undocumented immigrants to fend for themselves would be callous and…"
611,"Thank you to everyone who has supported #AmericasFoodFund so far. In the first 72 hours, we raised over $13m to help Americans most affected by this crisis. To donate visit https://t.co/L7jgB3GUC3 https://t.co/eRHOZcg7RO"
612,"RT @LauraDern: Join me in donating to #AmericasFoodFund, a new initiative to help fund the coordination, mobilization, distribution and del…"
613,Thank you to everyone who has supported #AmericasFoodFund. https://t.co/Q73SvVbaN6
614,Thank you so much Ellen https://t.co/qBAULm8WYY
615,RT @WCKitchen: We are honored &amp; grateful that @laurenepowell @LeoDiCaprio @Apple @Oprah &amp; others have committed to support our work making…
616,@ladygaga @FeedingAmerica @WCKitchen @laurenepowell @Apple Thank you so much for your support.
617,"RT @ladygaga: Proud to have donated to support #AmericasFoodFund, a new initiative directly supporting @FeedingAmerica &amp; @WCKitchen to feed…"
618,"RT @iamwill: The #COVID19 crisis has left millions unsure where their next meal will come from. Today, @leodicaprio,@laurenepowell &amp;@apple…"
619,@tim_cook @chefjoseandres @WCKitchen @FeedingAmerica Thanks for your support Tim
620,RT @tim_cook: Apple is proud to support @ChefJoseAndres’s @WCKitchen and @FeedingAmerica. We can only overcome this crisis if we make sure…
621,"RT @laurenepowell: As this crisis tests the soul of our nation, let’s build on the power of community and help those who are hungry."
622,"RT @Oprah: .@chefjoseandres and Claire Babineaux-Fontenot have teamed up with @LeoDiCaprio, Laurene Powell Jobs and @Apple to launch Americ…"
623,"RT @FeedingAmerica: Today, @LeoDiCaprio, @laurenepowell of @EmCollective, and @Apple helped launch America’s Food Fund with an extraordinar…"
624,"RT @WCKitchen: Through #AmericasFoodFund, WCK will be able to ensure that communities across the country have access to fresh, nutritious f…"
625,"RT @EmCollective: The #COVID19 crisis has left millions unsure where their next meal will come from. Today, @LaurenePowell, @LeoDiCaprio &amp;…"
626,"In the face of this crisis, orgs like @WCKitchen &amp; @FeedingAmerica have inspired us all with their unwavering commitment to feed the most vulnerable people in need. Today, we launched #AmericasFoodFund to support @FeedingAmerica &amp; @WCKitchen's efforts: https://t.co/L7jgB3GUC3 https://t.co/zhV4MawCVj"
627,"RT @oceana: .@presidenciaperu @MartinVizcarraC, creating the Nazca Ridge Marine Protected Area will establish your legacy and secure the fu…"
628,"The @docgovtnz has helped the country’s Kakī population rebound from 23 to 129. After doubling the aviary space of its conservation breeding program, thanks to @global_wildlife &amp; the Sheth Sangreal Foundation, the DOC aims to keep the Kakī numbers rising. https://t.co/dWhdvD5cyC"
629,"RT @TheWCS: Read the latest on #COVIDー19: https://t.co/VXCUlye0qK

""There is no such risk-free trade and consumption of any wild mammals an…"
630,"RT @nytimes: Australia’s hellish fire season has eased, but its people are facing more than a single climate crisis. Scientists call it “co…"
631,"RT @Independent: New species of life to be wiped out before they have even been discovered, scientists say https://t.co/FbNjvoWoFo"
632,"RT @ExtinctionR: ""Humanity’s ongoing destruction of nature threatens the survival of our species, a group of former foreign ministers has w…"
633,"RT @NPR: January 2020 was the Earth's hottest recorded January on average. And the four warmest Januaries have all occurred since 2016. 

H…"
634,RT @guardianeco: The Guardian view on the blue whale’s comeback: an ocean’s glory restored | Editorial https://t.co/GiUU8BNkJv
635,"RT @nytimes: In the spread of yet another coronavirus, conservationists see a public health lesson: If you want to prevent epidemics that b…"
636,"RT @YaleE360: Across North America, indigenous communities are stepping up to enact climate plans to protect their way of life. The Tulalip…"
637,"On February 7, 2020, Antarctica recorded its hottest day ever at 64.9°F. The future of this continent's wildlife is more uncertain than ever. Watch #SevenWorldsOnePlanet 'Antarctica' - Tomorrow at 9pm EST on @BBCAmerica and @AMC_TV https://t.co/fHjYxH2JJF"
638,Looking forward to this @EllenPage https://t.co/ujKMDavtVv
639,"RT @nytimes: Jeff Bezos, Amazon’s chief executive and the world’s richest man, said that he was committing $10 billion to address the clima…"
640,RT @laurenepowell: The hottest January on record. Antarctica feeling like Boca Raton. Australia burning. Leadership means recognizing reali…
641,"RT @NewsHour: Tourists, nature lovers and amateur scientists are whipping out their cameras to document the effects of extreme high tides o…"
642,"RT @NatGeoTravel: Beautiful and fragile, coral reefs in tropical oceans worldwide are at risk of being lost forever. Here's how travelers c…"
643,RT @mongabay: Ghana’s government faces pushback in bid to mine biodiversity haven for bauxite: https://t.co/hvKipYUtlx https://t.co/iyBQlhb…
644,RT @MarkRuffalo: Proud to join #AmericansAgainstFracking 300+ NGOs &amp; health professionals to ask Members of the European Parliament to vote…
645,Xavante children from the Tsiba’adzatsi village in the Brazilian Amazon help plant seedlings at a nursery established to help with the recovery of degraded areas in the state of Mato Grosso. 🌱 Photo from @EarthAlliance #AmazonForestFund recipient Operação Amazônia Nativa. https://t.co/oV2gYG5kt8
646,"RT @washingtonpost: Antarctica just hit 65 degrees, its warmest temperature ever recorded https://t.co/BcXsni1HqZ"
647,The indigenous people of the Amazon’s Xingu Indigenous Territory know well the impacts of uncontrolled fires. But the Ikpeng people have adapted traditional practices to control &amp; reduce forest fires. Video from @earthalliance #AmazonForestFund recipient Instituto Socioambiental. https://t.co/lznE8GQ4ba
648,RT @UNEP_Europe: #Spain's government has declared a #ClimateEmergency and is set to propose ambitious new legislation for people and planet…
649,A positive step forward 👏 https://t.co/DlSMAPqLkG
650,Join me in supporting @David_Yarrow &amp; WildArk's #KoalaComeback campaign. Proceeds will support the @EarthAlliance's #AustraliaWildfireFund &amp; local organizations working on wildlife rehabilitation &amp; habitat restoration. Visit https://t.co/hA6isAEejW to donate &amp; find out more.
651,"Kobe was truly larger than life, a legend. May he and all those who lost their lives today rest in peace. Love and condolences to his family. LA will never be the same."
652,"RT @nytimes: Breaking News: The Trump administration is set to end key environmental protections for streams and wetlands, in a victory for…"
653,"RT @antonioguterres: With only 10 years to go, much work remains to deliver on our promise of the #GlobalGoals.

That’s why we are making t…"
654,"RT @GlobalGoalsUN: “The Decade of Action is central to achieving fair globalization, boosting economic growth &amp; preventing conflict,” state…"
655,This is an important step. Well done @NYGovCuomo. https://t.co/BxkKkMw5xt
656,"RT @earthalliance: This week the @parquegalapagos &amp; @SaveGalapagos will brave the elements—a geologically active volcano, scorching sunligh…"
657,There is no time more important than this. Take a moment to share the beauty of our planet. #SevenWorldsOnePlanet premieres Saturday Jan 18 at 9PM on @AMC_TV and @BBCAMERICA https://t.co/34KXQXk1Wq
658,RT @earthalliance: Looking for ways to help the relief efforts in Australia? The @EarthAlliance #AustraliaWildfireFund has partnered with @…
659,"RT @earthalliance: There's still time to donate to the #AustraliaWildfireFund, a $3M commitment founded in partnership with @emcollective &amp;…"
660,"RT @earthalliance: Earth Alliance is committing $3m to the #AustraliaWildfireFund to assist firefighting efforts, aid communities, enable w…"
661,"RT @CNN: The kakapo is a large, plump, personality-filled flightless parrot, and it's critically endangered -- there are only 211 in existe…"
662,"RT @MotherJones: There were more than 100 ""billion dollar"" climate disasters in the past decade https://t.co/jawSm5GzP2"
663,RT @Independent: Half a billion animals and plants have died in the Australian fires https://t.co/BhNcCk4gGX
664,RT @mongabay: Central American countries pledge to protect Mesoamerica’s ‘5 Great Forests’: https://t.co/BTlX5yKLVK https://t.co/GJG6xs5LTz
665,Thank you HFPA @goldenglobes 👏 https://t.co/WQ1yCKd57i
666,"“Crocodiles are extraordinarily interesting, but so underestimated,” said biologist Sergio Balaguera-Reina, who rediscovered the Apaporis Caiman in Colombia. “We need to find a way to coexist with these animals.” https://t.co/yp5qqXeIOr @Global_Wildlife @TexasTech @crocfests"
667,RT @TheAtlantic: Can scientists determine what lies at the bottom of the sea before mining companies destroy it? Wil S. Hylton reports on t…
668,"RT @Global_Wildlife: After Hurricane Dorian, our partners at @BNTBahamas feared for the survival of local birds. Thanks to a recent survey,…"
669,RT @gorillacd: The Greater Virunga Transboundary Collaboration has published the results of its survey on the mountain gorilla population o…
670,"RT @HuffPostIndia: Plastic pollution is a global problem we can't ignore
https://t.co/uqVFGBVxfV"
671,RT @BBCNews: Refugees at 'increased risk' from extreme weather https://t.co/ahrevVsl0l
672,RT @APHealthScience: Indigenous communities previously saw ice floating on the northern Bering Sea during eight months of the year. A new r…
673,"RT @NatGeo: An indigenous community in Colombia considers the white-spotted amphibian sacred, and recently began collaborating with scienti…"
674,RT @AFrontlines: In the wake of the Amazon fires earlier this year: A Message of Hope from Indigenous Women of Ecuador on the frontlines of…
675,"RT @BBCWorld: #cop25 - here's what you need to know 🌎🌍🌏

[tap to expand] https://t.co/2S3FDpUPlB #ClimateChange https://t.co/DR84pOVgkw"
676,Congratulations @GretaThunberg! https://t.co/AZAJwimhW4
677,"RT @voxdotcom: Climate deniers have always attacked the models used in climate science. Now, for the first time, scientists have conducted…"
678,RT @washingtonpost: Birds are shrinking. These scientists say it’s a consequence of global warming. https://t.co/GZNUUWScye
679,"RT @TIME: ""What we found is that climate change and environmental stress are common factors that intensify pre-existing disadvantages or ge…"
680,RT @GuardianAfrica: 'Lobsters and octopuses are back': the Kenyan women leading a reef revival https://t.co/Mk9FKIwkXw
681,"RT @MarkRuffalo: Reckless corporations have been polluting the world with #foreverchemicals, putting the health of millions at risk. 

See…"
682,".@TEDTalks just announced @TEDCountdown, a climate conference committed to reducing greenhouse emissions to zero. #JoinTheCountdown at https://t.co/v3umSF2hpF to find out how you can get involved."
683,"The new @UNEP #EmissionsGap Report is a warning we cannot ignore - unless we as a global community greatly increase our #ClimateAction, we are imperiling the future of our planet and its people. Read more: https://t.co/biW3DPmhu4 https://t.co/VPuXMXh2jK"
684,RT @nowthisnews: These farmers want to lead America’s agriculture industry into a profitable and sustainable future after seeing firsthand…
685,"RT @BBCEarth: With its distinctive long thin snout, the gharial is unique but critically endangered, with fewer than a thousand adults rema…"
686,"RT @DarkWatersMovie: “A standing ovation” for #DarkWaters. See it in NY and LA this Friday, everywhere December 6th. https://t.co/cI0hCvW5eK"
687,"RT @FastCompany: If you can develop a technology to scan a section of rainforest to develop a ""comprehensive biodiversity assessment,"" you…"
688,"RT @TheAtlantic: In the spring, many migrating grazers follow a crest of green, as tender plants shoot from the ground. But bison don't bot…"
689,RT @LACIncubator: Today our unprecedented partnership issued a 3-pronged call to action to achieve ambitious targets for accelerating #zero…
690,"RT @guardian: Africa poised to lead way in global green revolution, says report https://t.co/N9UGHMnIQj"
691,"RT @jeremy_hance: If you read one article on the rediscovery of the silver-backed chevrotain today, read mine.

Because I went to #Vietnam…"
692,RT @NRDC: Scientists predict that by 2050 there could be more plastic in the ocean than fish.🐡🐠California can be a leader in reducing #plas…
693,RT @CBSNews: Melting Arctic ice may be causing a deadly virus to spread in marine mammals https://t.co/Tk8XtjcF0T https://t.co/Am9h9D6gHe
694,RT @AP: Plastic is accumulating more quickly than scientists previously thought at the world’s largest marine conservation area in Hawaii.…
695,RT @NatGeo: The combined effects of increased CO2 and warmer temperatures will increase water consumption by vegetation https://t.co/82WFfp…
696,"RT @CNN: Italian school students in every grade will be required to study climate change and sustainability, in an attempt to position the…"
697,RT @LiveScienceMag: Indigenous ‘Guardian of the Forest’ Gunned Down by Criminal Loggers in Brazilian Amazon https://t.co/2KCQ4pzEPn https:/…
698,RT @guardianeco: Extinction Rebellion has won in the courts. Now we must win this climate election | Tobias Garnett https://t.co/trsThAY6yY
699,Ghana’s #Atewa Forest Reserve provides drinking water to 5 million+ people &amp; harbors 100+ wildlife species at risk of extinction. We must prioritize the protection of these irreplaceable places for a healthy planet. https://t.co/59fFVgJ0JZ @arochaghana #SaveAtewaForestNow
700,"RT @ClimateDesk: Scientists are worried about a crucial tipping point: The time when the Amazon ceases to be a carbon sink.
https://t.co/Wd…"
701,"Congratulations @markruffalo on your SAG Artist Inspiration Award for your work with The Solutions Project, and for using the stage to highlight #NativeAmericanHeritageMonth. https://t.co/xHiRLCCu7G"
702,"RT @TheAtlantic: California's rolling fires can seem like an omnishambles, a cascading set of corporate, ecological, and political failures…"
703,"RT @seaofshadowsSOS: Scientists, activists, and journalists work to fight drug cartels and traffickers whose poaching threatens to drive th…"
704,RT @washingtonpost: The Energy 202: Weather Channel to host its own climate forum for 2020 Democrats — and some Republicans https://t.co/Xf…
705,"RT @AP_Images: Deep in the rainforest of Volcanoes National Park, a 23-year-old female gorilla named Kurudi feeds on a stand of wild celery…"
706,RT @VICE: “Many of us feel like time is running out for us to act.” https://t.co/d2NdFTOaVQ
707,"RT @cnnbrk: The US tells the UN that it is beginning the year-long process of withdrawing from the Paris climate accord, as President Trump…"
708,RT @GuardianUS: 'It's where we come from': the River People in Mexico left without a river https://t.co/5g5XK00rfF
709,RT @washingtonpost: Hundreds of tons of oil are contaminating Brazil’s pristine coastline. Authorities don’t know where it’s coming from. h…
710,"Deposits in traditional banks fund $200+ billion in fossil fuel company projects every year. I’m proud to invest in @Aspiration, an alternative to traditional banking services that helps people save money and save the planet. Sign up and join the movement: https://t.co/qSfaaTbXHx https://t.co/iWhAazmpxz"
711,"RT @mongabay: For the Philippines, a warming world means stronger typhoons, fewer fish: https://t.co/KuKGJTIuGD https://t.co/7kLUwcryoK"
712,"RT @ConversationUK: Animals are disappearing from forests, with grave consequences for the fight against climate breakdown – new research
h…"
713,"Our leaders are not listening. 👂 
It’s time to demand climate action. 📢 
It’s time to build a diverse global mobilization to defend the environment and our future. 🌏 
It’s time to #EARTHRISE: https://t.co/n5dw0v2Ppj https://t.co/j6o5tRU3yx"
714,"RT @NewsfromScience: ""This remarkable bird has a most impressive, exemplary success story that illustrates effective conservation and colla…"
715,RT @mongabay: Bouncing back: The recovery of the tenkile tree kangaroo - https://t.co/vkhY4cMaIY https://t.co/ELtI2RUYg0
716,"RT @IUCN: NEWS: IUCN calls for halt to species decline by 2030. 

https://t.co/41YkmUsHR5 @IUCNssc #IUCNcongress https://t.co/JEVoH9wXeQ"
717,"On #IndigenousPeopleDay (and every day), let’s call on governments around the world to secure the #LandRightsNow of indigenous people &amp; celebrate their vital role in protecting our wildlife, wildlands &amp; natural solutions to climate change. (Photo by @robindmoore) https://t.co/bTvT0vGBS9"
718,"RT @WIRED: Imagine a warm, fast moving current in the middle of a still, cooler river. When hurricane winds temporarily plug up the Gulf St…"
719,"RT @CNNAfrica: This South African student is fighting animal poaching using wildlife photos

Read more:  https://t.co/gkLDxVUY8R https://t.…"
720,"RT @350: “What we’re pushing to get back to are those values of respecting Mother Earth, and understanding that if we allow these banks and…"
721,RT @MotherJones: Some indigenous communities have a new way to fight climate change: give personhood rights to nature https://t.co/QgQQogfV…
722,RT @NatGeo: The recent murder of a rights activist—by an unidentified hit man riding on the back of a motorbike—has raised fears for the se…
723,RT @nytimesworld: Wildfires burning across Indonesia have created respiratory problems for nearly a million people https://t.co/Vq6xXnYiET
724,"RT @nature: Editorial: Establishing the economic value of biodiversity is important, but the process must also account for the humanities,…"
725,RT @mongabay: Wilderness cuts the risk of extinction for species in half: https://t.co/pqvvRXi7wj https://t.co/d6bzqUfSyD
726,"Very proud to attend the premiere of #TheIrishman. Congratulations to my friend and mentor Martin Scorsese, and to Robert De Niro, Al Pacino and Joe Pesci. @TheIrishmanFilm https://t.co/2rf1MWdSqG"
727,The 5 Great Forests Initiative launched at the #UNClimateSummit to protect Central America’s five largest great forests—and the wildlife and indigenous people who live there—to the benefit of all life on Earth! #ClimateAction @thewcs @global_wildlife https://t.co/h1s4q07Oj9
728,"Protect. Recover. Restore. The new #Forests4Life Partnership, which is being announced now at the #UNClimateSummit will halt and reverse the degradation of a billion hectares of the world’s great forests, ensuring a viable future for all life on Earth. Join us. #ClimateAction https://t.co/zmc7YBRWMU"
729,"RT @nytimes: Breaking News: Climate change is severely straining the world’s oceans, creating profound risks for coastal cities and food su…"
730,"It has been a banner year for the Mountain Gorilla, and the latest birth at @gorillacd in the eastern Congo is just one of the victories we’re celebrating on #WorldGorillaDay! Thank you to the colossal efforts of everyone dedicated to protecting the species. https://t.co/OqyNghV0Ia"
731,"5 years ago, I appealed to world leaders at the @UN to answer humankind’s greatest challenge – the climate crisis - with courage and honesty. Watch live as @antonioguterres takes the stage with @gretathunberg &amp; more at the #ClimateAction Summit: https://t.co/VFUAkHZefA https://t.co/GxvUutCoIE"
732,"They call Indonesia home, but there are fewer than 80 left. Help @GlobalWildlife @InsideNatGeo @IUCN @RhinosIRF @WWF as we work to save Sumatran rhinos.
📸by @joelsartore #WorldRhinoDay #SumatranRhinoRescue https://t.co/VZB7iTmZoy https://t.co/KL1eiIfV5H"
733,RT @earthalliance: Let's demand an end to the age of fossil fuels and usher in a new age of natural solutions and climate justice for every…
734,"RT @NatGeoMag: The Amazon rainforest in Brazil is still burning, as the scorched forest above shows, and experts now fear it could destroy…"
735,"RT @mongabay: Brazilian Amazon fires linked to deforestation from earlier in 2019, a new report shows: https://t.co/dVicNuZyeP https://t.co…"
736,RT @newscientist: Hurricane Dorian may have made a species of bird go extinct https://t.co/Aa8QGwIXuL https://t.co/ZIhZaHrEI2
737,RT @latimesopinion: Only about 6% of the some 83 billion metric tons of plastic ever produced has been recycled. https://t.co/Vz3kEMeWhj
738,RT @mongabay: New report reveals northern Ecuadorian region has lost 61% of its forests ~ https://t.co/FK0ifUEyhf https://t.co/sC7QpT4ZNk
739,RT @MotherJones: Wealthy people seeking refuge from the effects of climate change are starting to move into neighborhoods that were once co…
740,"RT @HuffPost: The state’s freshwater turtles are struggling as pollution, climate change and over-extraction of water threatens their fragi…"
741,RT @BNTBahamas: Hurricane #Dorian devastated Abaco and Grand Bahama in The Bahamas. The Bahamas National Trust manages national parks and w…
742,RT @nytclimate: “It really makes no sense to figure out precisely where the tipping point is by tipping it.” https://t.co/jIp4whkh8F
743,RT @guardianeco: Amazon's indigenous warriors take on invading loggers and ranchers https://t.co/o902Bs22LV
744,RT @wiltern: JUST ANNOUNCED!: Ice On Fire: Coming Together to Put Out the Climate Crisis comes to The Wiltern on Sep 10! Join us for a spec…
745,"RT @TheEconomist: Dorian is the second-most powerful Atlantic storm recorded, and the strongest-ever to pound the Bahamas https://t.co/FjZ1…"
746,RT @YEARSofLIVING: Rainforests provide a home for millions of species &amp; one of our best solutions to fight climate crisis. They are in peri…
747,RT @CNN: A tribe in Brazil is forced to become firefighters as the Amazon burns. https://t.co/v8KUuxVsGH https://t.co/UuUbotScVc
748,"RT @BBCWorld: What about the animals caught in the Amazon rainforest fires?    
https://t.co/wTp787sI99"
749,"RT @BorneoNature: #borneoisburning 

Please help us support the brave men and women fighting fires on the frontline to protect wildlife, pe…"
750,"RT @YaleE360: From Florida to Japan, there are early signs that some reef-building corals are moving poleward to escape rising ocean temper…"
751,"Partners &amp; the government of Chile have done an incredible &amp; swift job trying to rescue the Loa Water Frog from extinction, bringing the last few to the National Zoo of Chile to be nursed back to health. Share this message to encourage continued actions to #SaveTheLoaFrog! https://t.co/MqrDIbwQq6"
752,"RT @UNGeneva: This week in Geneva #CITESCop18 : 
Trade in #giraffes to be regulated for first time 🦒! 
Votes on wildlife conservation and t…"
753,RT @washingtonpost: Environmentalists filmed Iran’s vanishing cheetahs. Now they could be executed for spying. https://t.co/Pkpk5t36Bf
754,RT @earthalliance: Thank you to the 22k+ people from 138 countries who helped raise more than $1m in small donations to the Amazon Forest F…
755,"Right back at you Ellen, and thank you! https://t.co/D8jzPyYR64"
756,RT @earthalliance: #EarthAlliance has formed an emergency Amazon Forest Fund with $5m to focus critical resources for indigenous communitie…
757,"RT @TIME: In 1989, environmental scientists warned TIME that “unless things change, the forest will disappear.” Thirty years later, their a…"
758,"RT @NPR: Half the fires in Brazil so far this year, nearly 36,000 of them, have ignited in just the past month. 

That's nearly as many as…"
759,"RT @WMO: From the other side of Earth, here’s the latest on the Amazonia fires 🌳 

Produced by @CopernicusEU’s atmosphere monitoring servic…"
760,RT @CNN: The new regulations change how the Fish and Wildlife Service and National Oceanic and Atmospheric Administration consider whether…
761,RT @MNNDaily: Canada creates two huge ocean sanctuaries in the Arctic https://t.co/JmATfuKoFK
762,"RT @turtletweets: The Turtle Conservancy, HABIO A.C., Global Wildlife Conservation (GWC), and Rainforest Trust partnered on a deal to purch…"
763,RT @guardianeco: ‘It won’t be long’: why a Honduran community will soon be under water https://t.co/CE2GOBLgWA
764,"RT @Newsweek: Brazil's Bolsonaro blamed as illegal deforestation pushes Amazon rainforest to ""tipping point,"" experts warns https://t.co/3O…"
765,"RT @HuffPost: Researchers are calling for ""concrete actions to protect the planet and the people who defend it."" And they're calling out go…"
766,RT @RightsResources: An unprecedented group of indigenous and community organizations respond to @IPCC_CH’s recognition of community rights…
767,"RT @IPCC_CH: Land is a critical resource – we rely on it for food, water, health and wellbeing – but it is already under growing human pres…"
768,"RT @mic: Three years after the #NoDAPL protests, Native Americans took matters into their own hands and opened a solar farm at the Standing…"
769,"The more we learn to connect with and appreciate the natural world, the more we realize we need to protect it. #Serengeti, narrated by @Lupita_Nyongo premieres August 4 on @Discovery. https://t.co/bTICEJK2Oe"
770,"RT @YaleE360: In an interview with @YaleE360, lawyer and Goldman Prize winner Alfred Brownell discusses how his home country of Liberia bec…"
771,"RT @NBCNews: New research shows that the recent rise in global temperatures is unlike anything seen on Earth during the past 2,000 years.
h…"
772,"This #WorldRangerDay, I stand with the world’s rangers, who are on the front line of conservation, bravely giving their all to protect planet Earth. Learn more: https://t.co/Ilb4r82Mvg. https://t.co/ETJqzDRnTu"
773,"RT @Independent: Huge swathes of the Arctic on fire, satellite images show https://t.co/KSSLz22pw3"
