,text
529,"RT @thehill: California Gov. @GavinNewsom on pro-life Republicans: ""They're not pro-life, they're pro-birth. [...] They'll cut pre-natal pr…"
530,RT @CAgovernor: CA has been &amp; always will be a place of refuge for those seeking safety or a better life. We are taking comprehensive actio…
531,"A woman’s fundamental right to make her own health decisions could be wiped away on Sept 14th.

That means:
-all abortion funding cut
-all abortion expansion vetoed
-pro-life judges appointed

There’s too much at stake to sit this election out. VOTE NO on the Republican Recall. https://t.co/JGSkhZqlGt"
532,RT @JenSiebelNewsom: Proud of all @CAgovernor &amp; this Administration have done to build a #CaliforniaforALL - especially for women &amp; working…
533,Over 80% of eligible Californians have received at least one dose of the #COVID19 vaccine -- putting CA in the top 10 states for vaccination rates. https://t.co/dvZScjlefF
534,So Texas trusts the decision-making skills of those openly carrying a deadly weapon more than women making their own health decisions. https://t.co/HLJF2QQBS5
535,Grateful for the quick approval of support from @POTUS and @VP for the #CaldorFire so California can continue to bolster our response and provide additional support for those impacted by this devastating fire. https://t.co/0eSgWrpdLG
536,"Texas has effectively banned a woman’s right to choose.

Passed the worst voter suppression law in the country.

And continue to push anti-science COVID laws that put lives at risk.

This could be the future of CA if we don’t vote NO on the Republican Recall by 9/14.

VOTE."
537,"RT @CAgovernor: 5K+ personnel are on the frontlines of the devastating #CaldorFire that has burned 200K+ acres.

Thanks to law enforcement,…"
538,"Silently--in the dead of night--the Supreme Court eviscerated the protection of a woman’s right to choose that has been protected for 50 years.

CA will continue to protect this fundamental right &amp; lead the nation in expanding access to reproductive care. https://t.co/Y10AlJ7wui"
539,RT @CAgovernor: MILESTONE: More than 80% of eligible Californians have at least one dose of the #COVID19 vaccine &amp; we continue to lead the…
540,"THIS is what’s at stake on September 14th.

Elder is spewing anti-vaccine lies.

He is willing to let young people die. 

Californians must vote NO. https://t.co/NX13s29dUt"
541,"Over 80% of California’s eligible population has received at least one dose of the #COVID19 vaccine.

That ranks us #9 in the country and #1 among larger states.

Let’s keep it up, California."
542,RT @CAgovernor: LIVE NOW: Governor @GavinNewsom holds a press conference highlighting the state’s ongoing efforts to encourage more Califor…
543,"RT @CAgovernor: Updated evacuation orders were issued for @CountyElDorado this morning as the #CaldorFire intensifies.

Gov. Newsom visited…"
544,RT @CAgovernor: We express our deepest gratitude to all firefighters and first responders on the front lines who are working nonstop to pro…
545,RT @AAPIVictoryFund: The AAPI Victory Fund endorses Governor @GavinNewsom in the California Gubernatorial Recall Election and urges all AAP…
546,"TODAY is the deadline to register to vote in CA and receive your ballot in the mail.

Take 60 seconds of your day and make sure your voice is heard.

Register now.

⬇️⬇️⬇️⬇️⬇️
https://t.co/aXQyNdgH1c"
547,RT @AlexPadilla4CA: Complete chaos would be an understatement. We CANNOT allow a tiny fraction of voters in California install a Trump supp…
548,"RT @Cal_OES: ⚠️All of South Lake Tahoe is under some form of evacuations to the Nevada state line because of the #CaldorFire

Please follow…"
549,"RT @chuckschumer: 🚨The same Republicans who pushed Trump’s Big Lie want to push @GavinNewsom out of office in California.

California: Regi…"
550,"An actor, activist, father, uncle and friend to many.

You made us laugh, warmed our hearts, fought for justice, and stood up for what you believed was right.

You will be missed. Rest In Peace. https://t.co/L2kS77ztKn"
551,"RT @sfchronicle: On Friday morning, Gov. Newsom came to San Francisco with no fanfare, no press conference, just a running one-on-one with…"
552,"California -- the deadline to register to vote and receive your ballot in the mail is TOMORROW.

Make sure your voice is heard.

Register. Then vote NO by September 14th. Then tell your friends to do the same. https://t.co/ArCk7EBU2Q"
553,RT @AlexPadilla4CA: September 14th is right around the corner. EVERY DAY between now and then is election day. EVERY DAY between now and th…
554,RT @CAgovernor: More Californians will receive up to $1100 through the Golden State Stimulus with checks going out this week. Luisa tells h…
555,"RT @CAgovernor: CA joins the nation in mourning the tragic loss in Kabul that claimed the lives of U.S. service members, including those fr…"
556,"RT @StopRepRecall: Join First Partner @JenSiebelNewsom in voting NO on the recall. 

There is too much at stake here. 

Vote NO before Sept…"
557,"CALIFORNIA the deadline to register to vote is MONDAY.

There’s too much on the line to sit this election out.

Register. Vote NO. And tell your friends to do the same by September 14th! https://t.co/5JosEhAwPe"
558,"RT @SarahKSilverman: CALI VOTERS!! Try not to be distracted by my toned arms and VOTE NO on the recall! The ballot’s in your mailbox, Kid⬇️…"
559,RT @PaulaAbdul: CALIFORNIA: There’s an important Special Election on September 14th to determine whether to recall Governor Newsom. Are you…
560,RT @SarahKSilverman: #VoteNo https://t.co/1Hlt3XDLWD
561,"RT @TheAmandaGorman: Fellow Californians, let’s cast our vote in the upcoming Governor recall election. The time to act is now—we must use…"
562,"Round 2 of Golden State Stimulus checks start to go out this week!

2 out of 3 Californians are eligible for $600 or more -- we’re putting money directly back into the pockets of those that need it most. https://t.co/G0ZIzVtagD"
563,Reminder: This does NOT impact California renters. The state’s eviction moratorium remains in effect. https://t.co/DbtZbeaL4V
564,"RT @CAgovernor: The Presidential Major Disaster Declaration helps Californians in impacted counties to recover &amp; rebuild.
 
We continue to…"
565,"California continues to lead the nation with over 47 MILLION vaccines administered.

Over 81% of our adult population has received at least one dose.

Get vaccinated. Protect yourself. Protect your loved ones."
566,RT @CAgovernor: We're grateful for @POTUS's swift approval of our Presidential Major Disaster Declaration request for wildfires devastation…
567,"Daily reminder that the progress CA has made on vaccines and fighting COVID-19 could be wiped away if we don’t show up and VOTE.

We have to do everything we can to reject this Republican led recall.

Vote NO by September 14th.

Then tell your friends and family to do the same."
568,"Further proof that the Pfizer vaccine is safe and effective.

Protect yourself. Protect your loved ones. Get vaccinated. https://t.co/MRT9DtstZs"
569,"Things to do in the next 23 days:

✅ Vote NO on the Republican Recall.
✅ Turn in your ballot. 
✅ Tell your friends to do the same.

There’s too much on the line to sit this one out."
570,"RT @CA_Dem: 1. Check your mailbox for your ballot.
2. #VoteNo on the recall.
3. Mail it back.

Three simple steps to stop the Republican ta…"
571,"CA is now the first state to require attendees for large events to be vaccinated or show proof of a negative test.

Protect yourself. Protect your loved ones. Protect those around you.

Get vaccinated. https://t.co/QFByp8r4Th"
572,RT @PPActionCA: LIVE: @PPActionCA's @JodiHicks hosts a conversation with @PPact President @AlexisMcGill and Governor @GavinNewsom about wha…
573,"RT @POTUS: To all those who are unvaccinated: Please, get vaccinated. 
 
For yourself and your loved ones.
 
For your neighborhood and for…"
574,"Ballots are arriving.

That means every day from now until September 14th is Election Day.

Vote NO by September 14th to reject this Republican led recall.

Then tell your neighbors, coworkers, family, and friends to do the same.

Make sure your voice is heard. https://t.co/iwReH1Tn6n"
575,"RT @CAgovernor: The climate crisis &amp; wildfires are a threat to our future, storied history &amp; the natural wonders that shape CA. We’ll conti…"
576,RT @georgelopez: Mira / Yo / Hey !  Californians ! Bilingually opposed @GavinNewsom #govnewsom https://t.co/m6aKcdXbZ0
577,"RT @CAgovernor: Project Roomkey saves lives by providing safe shelter.

Thanks to the leadership of @POTUS &amp; @FEMA_Deanne, CA can continue…"
578,"RT @CAPublicHealth: 📢 CDPH issued a statement from Dr. Tomás Aragón, CDPH Director and State Public Health Officer, regarding the Western S…"
579,RT @VanJones68: 🚨Californians:  Ballots are arriving in your mailbox. Vote NO on the first question and return your ballot before September…
580,"Republicans want to drive CA off the same cliff as FL and TX.

They want to pretend COVID doesn't exist.

Reverse the progress we’ve made on vaccines.

Lives are literally on the line.

Vote NO by September 14th on the Republican led recall.

There’s simply too much at stake. https://t.co/aKEZRH6Kq6"
581,Tune in now. https://t.co/hQ85UOcRqo
582,"30 DAYS until Election Day.

30 days to get out the vote.

30 days to make sure Californians know what’s at stake on September 14th.

Register. Fill out your ballot. Tell your friends and family to do the same. 

Vote NO by September 14th and reject this Republican led recall."
583,"RT @MarkJGonzalezLA: Great to be with so many Los Angeles Democrats today phone-banking for @GavinNewsom! Thanks to @SFVDems for hosting, @…"
584,RT @ToddGloria: Official ballots are arriving in voters’ mailboxes. That’s why I’m calling #SanDiego voters with @GavinNewsom. We’re tellin…
585,"RT @toniatkins: The Trump forces behind the Republican Recall are desperate to get another bully pulpit. And, make no mistake, if they get…"
586,"RT @nathanfletcher: Today we stood united in our support of @GavinNewsom! They are coming after our Governor, our state, and our values.
#V…"
587,"Ballots are already arriving in CA mailboxes.

Great to be in LA this morning phone banking, texting, and getting out the vote!!

CA -- make sure to REJECT this Republican led recall by voting NO on September 14th. https://t.co/8VkRWClTN4"
588,Listen to @johnlegend -- there’s too much at stake to sit this election out. Vote NO by September 14th and reject this Republican led recall. https://t.co/rSRfyjjdEk
589,"Ballots are arriving in CA mailboxes. There’s too much at stake to sit this election out.

Kicked off our weekend of action in SF today at a phone and text bank!

Make sure to VOTE NO by 9/14 to reject this Republican recall &amp; SIGN UP to volunteer here ➡️ https://t.co/MLW30lrnNj https://t.co/3HhXER9S6F"
590,The force is with us. https://t.co/gJv2hSpC0z
591,Tune in. https://t.co/677A8cv4dK
592,RT @OfficialJLD: Amen
593,"Grateful for your support, Mr. President.

There’s simply too much at stake -- vote NO on September 14th to reject this Republican led recall. https://t.co/urv32Q0jvn"
594,RT @therecount: Gov. Gavin Newsom (D-CA) announces California will be the first state to require all school staff be vaccinated or tested w…
595,RT @KPIXtv: Gov. Gavin Newsom on Wednesday morning announced that the state would mandate that all California school employees receive the…
596,All California kids will now have access to free meals at school. https://t.co/M6VAvKqkQW
597,"CA is reporting 141.1 new COVID cases for every 100,000 residents over the last 7 days — a rate HALF of Texas (297.8); and less than ONE-FOURTH of Florida’s rate (653.8), according to data from the CDC. https://t.co/jXhu7mpFsU"
598,RT @latimes: California's coronavirus case rate remains significantly less than Florida and Texas: two common points of comparison given th…
599,"RT @kylegriffin1: Greg Abbott makes no sense.

The Republican governor of Texas says he's against government mandates... but his admin will…"
600,"This is what’s at stake on September 14th.

The progress we’ve made on vaccines could go out the window…masks could be banned -- not an exaggeration to say lives are literally on the line.

Vote NO on the Republican led recall. There’s too much at stake. https://t.co/qeNXGXX2id"
601,"RT @KPIXtv: FIRST IN THE NATION
Today @CAgovernor @GavinNewsom announced mandatory #covid vaccinations or weekly testing for all #Californi…"
602,"NEW: California will be the first state in the nation to require all teachers and school staff to show proof of vaccination or submit to regular testing.

Vaccinations are free, effective and keep our communities safe.  https://t.co/iSjTGFPuMl"
603,RT @CAgovernor: LIVE NOW: Governor @GavinNewsom highlights CA’s work to protect students &amp; school employees returning to in-person instruct…
604,"Your daily reminder that on September 14th the Republican party is trying to drive CA off the same cliff as Florida and Texas --

They want to pretend COVID doesn't exist. Reverse the progress we've made on vaccines. Ban masking. And put partisan games over people's lives.

VOTE."
605,"RT @KTLA: California’s coronavirus case rate remains below the national average and significantly less than that of Florida and Texas
https…"
606,Bye bye. https://t.co/fBlHK58jjN
607,Reminder — life doesn’t have to continue like this. Get vaccinated. https://t.co/X6rGltX0wg
608,"Here’s what the GOP want you to believe:
-you don’t need to get vaccinated
-climate change is fake
-women shouldn’t control their own bodies
-gun violence isn’t a problem

Here’s how we stop them in CA:
-get vaccinated
-vote NO on September 14th &amp; reject the Republican led recall"
609,"RT @ib2_real: California check list:

1. Get Vaccinated.
2. Vote NO on the Recall.
3. Show Love to a Stranger 
4. Encourage Others to do th…"
610,RT @CAgovernor: California is taking a comprehensive approach to address homelessness by getting folks off the streets &amp; into the housing &amp;…
611,"RT @CAgovernor: California is moving folks out of encampments, into safe housing and getting them the mental health services they need. The…"
612,"Minimum wage.
Climate change.
Abortion access.
Gun violence prevention.
Our ability to fight COVID.

It’s all on the line.

In just ONE WEEK ballots will arrive in the mail.

Vote NO on the Republican led recall by September 14. 

There’s too much at stake to sit this out."
613,"RT @CAL_FIRE: This Sunday, 8,574 firefighters continue to fight 11 major wildfires/complexes in California. Do your part ensure you are pre…"
614,"RT @Cal_OES: The #DixieFire is now the second largest wildfire in California's history. For more information, click here: https://t.co/HBe0…"
615,"RT @AP: What should I know about the delta variant? It's the most contagious coronavirus mutant so far, but COVID-19 vaccines provide stron…"
616,"RT @ewarren: The West is on fire. Sea levels are rising. Climate change is a clear and present danger, and we have to do everything we can…"
617,"RT @CAgovernor: The #DixieFire is now the largest single fire in CA history. 

Greenville in Plumas County has been completely destroyed by…"
618,"Spent the day in Greenville, surveying damage from the #DixieFire and discussing ongoing firefighting efforts.

This is all that’s left of the post office.

Our hearts ache for this town.

Greenville—though this moment may seem insurmountable, we’ll be there to help you rebuild. https://t.co/Zb0JualbR3"
619,"“We are intubating and losing people that are my age and younger.” 

Listen to this ICU nurse at a Louisiana hospital begging people to get vaccinated.

If you aren’t vaccinated -- now is the time. Don’t wait.
https://t.co/gQCwIvpu3H"
620,Get vaccinated. https://t.co/yY8YTqVj5Z
621,RT @AlexPadilla4CA: I'll say this because it needs to be said: HAVING OPINIONS DOES NOT MAKE YOU A SCIENTIST. Whether it's climate change o…
622,"What an amazing feat for an amazing Californian!!! Congratulations, Allyson! 🇺🇸🇺🇸🇺🇸 https://t.co/viuTWTbze3"
623,"RT @KTLA: Starting Aug. 11, visitors to any of California hospital will only be allowed access if they are vaccinated against COVID-19 or p…"
624,Get vaccinated. https://t.co/1A3JxvUuJP
625,RT @CAgovernor: Thank you to all the firefighters and first responders working to contain these fires.
626,RT @CAgovernor: CA’s schools are fully open for in-person class &amp; our nation-leading safety measures will protect children &amp; school staff.…
627,"RT @latimes: United Airlines will require employees in the U.S. to be vaccinated against COVID-19 by late October, perhaps sooner, joining…"
628,RT @KPIXtv: California has become the first state in the nation to require all workers in health care settings to be fully vaccinated again…
629,RT @CAgovernor: WATCH LIVE at 11:15AM: Governor @gavinnewsom will highlight the safe reopening of California’s schools for full in-person i…
630,NEW: California will now require workers in healthcare settings to be fully vaccinated against COVID-19 by September 30th.
631,"RT @POTUS: Today, I am following through with a campaign commitment to reverse the previous administration’s short-sighted rollback of vehi…"
632,THIS. https://t.co/MBNkaFPzFv
633,👇👇👇 https://t.co/vjHpXLn5q5
634,"The climate emergency we face demands immediate action.

Cars shouldn’t give our kids asthma.

Make wildfires worse.

Or melt glaciers.

Thank you, @POTUS for this bold move to reduce pollution from cars -- inspired by CA’s nation-leading framework! https://t.co/pG1DtO9Rtn"
635,RT @CAgovernor: Governor @GavinNewsom announced that California has secured an Fire Management Assistance Grant (FMAG) from @FEMA to help e…
636,"RT @CNN: This 12-year-old wrote a letter to her school board in Duval County, Florida, urging them to mandate mask-wearing in schools to pr…"
637,"RT @KPIXtv: The Dixie Fire has ravaged communities in Plumas, Butte and Lassen counties. Here's how to help the victims of the devastating…"
638,"Grateful for the firefighters and first responders on the front lines fighting the #RiverFire. If you’re in the area — please listen to local authority warnings and evacuate when asked. 

Stay safe. https://t.co/zW63ULy24f"
639,The right move. https://t.co/Wgq80bJfL7
640,Great to be with @SecVilsack today. The extreme weather conditions CA faces require renewed partnerships to fight wildfires and take care of our forests. Grateful for the federal government’s commitment. https://t.co/UNka0kJoHT
641,"RT @Cal_OES: The #DixieFire continues to grow toward Chester and Greenville with new evacuation orders in place. Don't wait, evacuate!

Lat…"
642,RT @abc7newsbayarea: LIVE: Gov. Newsom and U.S. Agriculture and Forest Service officials are giving an update on state and federal efforts…
643,"RT @camanpour: ""Where the hell have they been in the last five or six months? People are literally dying,"" says California Governor @GavinN…"
644,"NEW: Over the last 2 weeks, California has seen a 41% increase in vaccinations.

Let’s keep it up!"
645,"RT @CAgovernor: California offers in-home vaccinations and free transportation to vaccine appointments.

COVID-19 vaccines are free, safe,…"
646,RT @CAgovernor: We can't go back to normal because normal was never good enough. The transformative $100B #CAcomeback Plan is accelerating…
647,RT @ABC7: More than 99.99% of people fully vaccinated against Covid-19 have not had a breakthrough case resulting in hospitalization or dea…
648,RT @sfchronicle: Coronavirus vaccinations across California and the Bay Area are rising amid the delta variant surge. https://t.co/RII0FQU7…
649,RT @nowthisnews: ‘The freedom of that decision not to be vaccinated is impacting the rest of us’ — CA Gov. @GavinNewsom explains the decisi…
650,"Californians -- even though the federal eviction moratorium expires today, CA’S REMAINS IN EFFECT through the end of September. 

That means you’re still protected if you’ve had trouble paying rent due to COVID.

Rental assistance is available at https://t.co/dTkcU2PUJk https://t.co/SF3dDgb77g"
651,"And of course, @POTUS asked federal employees to get vaccinated or submit to a regular testing program. 

Vaccines are how we end this pandemic. They are safe. Effective. And can save your life.

Get vaccinated."
652,Uber will require vaccinations for its employees: https://t.co/pPVrLpcUiK
653,Lyft will require employees to show proof of vaccination: https://t.co/oYhVwwtvdz
654,Netflix will require its casts and crews to get vaccinated: https://t.co/NVo6FApDrk
655,Facebook will now require its employees that return to the office to get vaccinated: https://t.co/Qgq3QyObCg
656,Google asked all employees to get vaccinated: https://t.co/082P89mwUL
657,The City of Irvine announced it will have state employees show proof of vaccination or get tested: https://t.co/hfrv9IuMIX
658,Long Beach followed CA’s lead and will require employees to get vaxed or get tested. https://t.co/ljji3AUwIG
659,San Diego announced it will require city employees to get vaccinated or get tested regularly. https://t.co/ndJHHr1UAy
660,San Francisco will require new city employees to get vaccinated. https://t.co/rLHmy15305
661,LA announced it will have city employees show proof of vaccination or get tested: https://t.co/61JExReSIS
662,"On Monday, CA announced state and health care workers must show proof of vaccination or submit to regular testing.
 
Since then, many others have followed suit….👇👇👇"
663,"Vaccines are how we end this pandemic. Thank you, @City_of_Irvine. https://t.co/wHuvyQ1R0W"
664,"RT @CAgovernor: CA is working to build a 100% clean electric system that is equitable &amp; delivers clean, safe, reliable &amp; affordable power t…"
665,"The right move. Thank you, San Diego! https://t.co/feFFYEs4Gj"
666,"The Delta variant is up to 60% more contagious.

Now is the time to get vaccinated.

It’s safe. It’s effective. And it can save your life. https://t.co/tVLJYmJzEA"
667,Agreed. https://t.co/PrvVOQz1yY
668,"This week, CA announced we would be requiring state employees to provide proof of vaccination or submit to regular testing.

Now, the federal government is following suit.

The right move. Thank you @POTUS. https://t.co/OrqSeRHHN7"
669,"RT @POTUS: I know people talk about freedom, but with freedom comes responsibility.  

Your decision to be unvaccinated impacts someone els…"
670,Vote NO on September 14th to stop the Republican Recall. https://t.co/mY6AYA1DUg
671,RT @ewarren: Republicans are abusing the recall process to try to grab power. I’m calling on Californians to vote no.
672,Another positive sign: Over 100K vaccines were reported yesterday. That’s the most we’ve seen in the last 3 weeks.
673,"RT @CAgovernor: We’re grateful for our long-standing emergency management relationships with Nevada, especially in response to the #Tamarac…"
674,"Great news. California saw a 20% increase in vaccines over the last week:
- 220,752 1st doses, July 12-18
- 265,856 1st doses, July 19-25

Let’s keep it up."
675,"Listen to @ewarren.

Vote NO on September 14th to stop the Republican Recall. https://t.co/RcG5zQZQYU"
676,"👀 As California goes, so goes the nation. https://t.co/UEg3s09dsz"
677,"A reminder of what it looks like in other places of the world right now.

Get vaccinated. It’s free. It’s safe. And it’s accessible. Other people are waiting 111 hours. You can just walk right in. https://t.co/uMKvihKFP8"
678,The right move. https://t.co/AM4RGYCrKF
679,"The right thing to do. Thank you, @RobertGarcia. https://t.co/vE3MubkVYg"
680,"NEW: CA is now the first state in the nation to expand Medi-Cal eligibility to low-income adults 50 and older, regardless of immigration status.
https://t.co/kIhch1vmNs"
681,Tune in now. https://t.co/mO6TBaW0Nw
682,RT @CAgovernor: TUNE IN: Governor @GavinNewsom will hold a press conference highlighting the state’s efforts to improve health care access…
683,RT @nowthisnews: ‘The freedom of that decision not to be vaccinated is impacting the rest of us’ — CA Gov. @GavinNewsom explains the decisi…
684,"RT @MSNBC: .@AymanM: What do you attribute those 25% that have remain unvaccinated? What do you attribute that to in your state?

Californi…"
685,"Over the last week, California saw a 16% increase in vaccinations.

Let’s keep it up."
686,"Disgraceful? Here's a word -- murderous. 

Your anti-vaccine lies are literally killing Americans. Your own supporters are following you off a cliff and into the ICU.

Come clean about vaccines -- they save lives. https://t.co/pJjlzJ3TVJ"
687,RT @AymanMSNBC: Gov. @GavinNewsom speaks on Covid misinformation. @AymanM https://t.co/4TPqBKkFd5
688,RT @BuffyWicks: Honored to join @GavinNewsom &amp; @LibbySchaaf &amp; @NancySkinnerCA at Kaiser in #AD15 for the Gov’s announcement that all health…
689,RT @Mayor_Steinberg: I support Gov. @GavinNewsom in requiring #Covid vaccination or regular testing of employees. I believe we should do th…
690,"I’ll be live on @CNN at 12pm PST talking about CA’s new, nation-leading actions on vaccinations. Tune in!"
691,RT @AymanMSNBC: Coming up this 3PM hour: @AymanM speaks with @GavinNewsom
692,RT @AP: BREAKING: California will require proof of COVID-19 vaccination or weekly testing for all state workers and health care employees.…
693,"As the state’s largest employer — we’re leading by example. Vaccines are the solution.

We encourage local governments and other businesses to follow suit. https://t.co/MgTOhu2M0g"
694,"NEW: CA will have the strongest state vaccine verification system in the US and will require state employees &amp; healthcare workers to provide proof of vaccination—or get tested regularly.

We’re experiencing a pandemic of the unvaccinated. Everyone that can get vaccinated—should."
695,Tune in now for an important announcement. https://t.co/Z6ruE6DqYD
696,"Happy anniversary, @JenSiebelNewsom!! Through the ups and downs, you are our rock that gets us through. A loving mom. A fearless leader. A passionate advocate. A caring friend. And my forever partner. 

There’s no one else I’d rather be on this wild ride with. Love you ❤️❤️ https://t.co/0syiUXb2lp"
697,RT @CAgovernor: TUNE IN: Governor @GavinNewsom will hold a press conference highlighting new state efforts to encourage more Californians t…
698,"NEW: 75% of California’s eligible population has received at least one dose of the #COVID19 vaccine.

77% of our adult population has received at least one dose.

Get vaccinated. Protect yourself. Protect your loved ones."
699,"CA has worked to improve home care jobs--from a $200M investment in training to a $15 min wage.

But we must do more. We can’t return to the “normal” that was before the pandemic.

We need the fed govt to expand access and ensure good union jobs for care workers. #CareIsEssential"
700,"RT @NatlGovsAssoc: ""We are incredibly proud of Team USA, who stayed committed to their goals in the midst of a worldwide pandemic. We wish…"
701,"Grateful for our firefighters fighting the Dixie Fire.

If you’re in the area -- please stay safe and follow local official warnings. https://t.co/yuh7ooQEQm"
702,"From January 1 to July 14, 99% of COVID-19 cases in California were among unvaccinated people.

Get vaccinated."
703,"Movies and entertainment are in California’s DNA.

This tax credit will help encourage diversity within the industry and ensure film and TV production continue to fuel the California Comeback through thousands of good jobs. https://t.co/H0duWFALeq"
704,"RT @JenSiebelNewsom: I’m so excited to share that California is establishing 2 new park youth access programs! 

🎟 Every 4th grader will ge…"
705,"RT @CountyofLA: Need to get vaccinated at home? Call the @lapublichealth Vaccine Call Center at 833-540-0473 between 8 AM and 8:30 PM, any…"
706,"RT @nathanfletcher: In San Diego, 99% of COVID cases/hospitalizations/deaths are now from the unvaccinated. 
The solution is simple—trust y…"
707,"We’re experiencing a pandemic of the unvaccinated.

The vaccine is free.

The vaccine can save your life.

Don’t wait."
708,"Whether you’re walking your dog, going to the movies, or headed to the store—Californians should feel safe.
 
We’re tackling organized retail crime head on, investing in public safety, and reducing gun violence—all while tackling the root causes of crime. https://t.co/lLTCT2Xe1K"
709,"“One of the last things they do before they’re intubated is beg me for the vaccine…I hold their hand and tell them that I’m sorry, but it’s too late.” - Alabama doctor, talking about her unvaccinated COVID patients. https://t.co/anVkbCxbfV"
710,"RT @CAgovernor: Californians should feel safe wherever they go.
 
Today, with law enforcement leaders &amp; Big 13 Mayors, we signed #AB331 to…"
711,"RT @ABC7: WATCH #LIVE: Gov. Newsom holds news conference in Long Beach on state's efforts to address crime, reduce retail theft https://t.c…"
712,RT @abc7newsbayarea: Gov. @GavinNewsom is expected to discuss statewide efforts to address crime and reduce retail theft. He'll be joined b…
713,Tune in now. https://t.co/vDfZ5wSHQb
714,RT @RobertGarcia: Welcome Governor @GavinNewsom to Long Beach and for meeting with mayors and police leadership from across the state. We a…
715,RT @CAgovernor: TUNE IN: Governor @GavinNewsom holds a press conference on state efforts to address crime and reduce retail theft in commun…
716,"NEW: California is closer than ever before to closing the digital divide.

Just signed into law a historic $6 billion to expand broadband infrastructure for underserved communities.

It’s 2021. Everyone needs access to affordable internet. https://t.co/clUW0iCBcR"
717,Tune in now! https://t.co/0vmBTKxlZg
718,RT @CAgovernor: CA has made the largest investment to end homelessness in state history. We will help tens of thousands of people off the s…
719,RT @ABC10: Gov. Newsom announces $12 billion investment tackling California homeless crisis https://t.co/26WMIE14as
720,RT @CAgovernor: We are investing $12 billion to address homelessness in California - but money alone won't fix this - we must spend smarter…
721,Tune in now to hear about our $12 billion plan to tackle the homeless crisis head on. https://t.co/Dn7hAD5eaD
722,ALL California kids now have access to free meals at schools. https://t.co/5Tx0d3juwA
723,"RT @KTLA: When classrooms open for the fall term, every one of California’s 6.2 million public school students will have the option to eat…"
724,Get. Vaccinated. https://t.co/6dVCcRTVoV
725,RT @JoeBiden: Wildfires don’t stop at a county or state line. That’s why we’re working hand-in-hand with state and local leaders to invest…
726,RT @CHHSAgency: #California still offers in-home vaccinations and free transportation to vaccine appointments. Visit https://t.co/I8ox1gWov…
727,RT @CAgovernor: The Golden State Stimulus is the largest tax rebate in U.S. history that will go directly to middle class Californians &amp; fa…
728,"A primetime game in our Nation's Capital has been brought to a halt by a shooting.

This is what “getting back to normal” in America means after a pandemic. https://t.co/yxmPcQIQ1V"
729,NEW: California just signed into law the FIRST state-funded guaranteed income plan. https://t.co/hpcrtiZhvC
730,"Dreamers represent the very best of who we are as a nation: Hardworking. Aspirational. Filled with hope for the future.

We owe it to them to fix our broken immigration system. Congress must act and create a clear pathway to citizenship. https://t.co/DipeslbwPa"
731,"RT @NPR: California leased hotel rooms for unhoused residents during the pandemic to move them out of crowded shelters.

Then it bought som…"
732,RT @MichaelDTubbs: .@GavinNewsom and the State of California are modeling how to invest in our most important asset- our people.
733,"RT @CAgovernor: CA created 73.5K jobs in June! That’s an average of more than 111K jobs per month since February.

These aren’t just statis…"
734,Get vaccinated. It’s not too late.
735,"RT @CAgovernor: Get vaccinated.

It's safe, free, and effective for everyone age 12 and up.

Protect yourself &amp; your community: 
https://t.…"
736,Get vaccinated. https://t.co/rIXA9EMxSp
737,"RT @CAgovernor: Natalie Palugyai has the values &amp; expertise to be CA’s champion for workers. Raised by immigrant parents, Natalie brings a…"
738,"""I went to apply and it works. It's real. They paid for my bills, they paid 2 months rent, plus they're paying til September. There is help and we get to sleep better at night.""

$5.2 billion in rent relief is here for those that need it. https://t.co/nYWP1vBhaL"
739,"RT @CAgovernor: No one should be kicked out of their home due to COVID.

We’re investing $5.2B for low-income renters &amp; landlords impacted…"
740,Tune in now! https://t.co/TCe9lz9HQc
741,RT @CAgovernor: TUNE IN: Governor @GavinNewsom will meet with Californians benefitting from assistance under California's statewide rent re…
742,"RT @WHCOS: Vaccines are available at 80,000+ locations, they are free, no appointment needed, and within 5 miles of 90% of the US populatio…"
743,"RT @CAgovernor: The $100 billion #CAComeback Plan is the largest recovery plan in the nation. 

It will provide relief to those that need i…"
744,"RT @Elex_Michaelson: ""We’re providing the biggest tax rebate in American history…$12 billion”

@GavinNewsom on the $600 stimulus checks goi…"
745,Tune in now! https://t.co/cugwMZnsNB
746,RT @CAgovernor: The transformative $100B #CAcomeback Plan is the biggest economic recovery package in CA’s history &amp; addresses CA’s most pe…
747,RT @CAgovernor: TUNE IN: Governor @GavinNewsom will lift up the $100B #CAcomeback Plan’s investments to provide immediate relief to those w…
748,"This is the largest state tax rebate in history.

If you earn up to $75,000 a year — you can expect to see $600 in your bank account this fall.

If you have kids — you can qualify to receive an additional $500, regardless of your immigration status. https://t.co/zYDJ66cqpj"
749,June was the hottest month ever on record — temperatures were the highest scientists have seen in 127 years. https://t.co/Nai0ndFCCN
750,"RT @CAgovernor: After thoughtful &amp; productive discussions, the 2021-22 state budget has been signed.

The #CAcomeback plan will not only su…"
751,"No questions. No stigma.

ALL California kids now have access to free meals at schools. https://t.co/H6XD5jnoWl"
752,"“After lagging behind other states, California suddenly leads the nation in expanding quality preschool.” https://t.co/hLlz1JQi4o"
