,text
252,Not all masks are created equal. https://t.co/eLtBkbfk5c
253,"As a society, we have got to ask ourselves if we are comfortable living in a country where the top 1% own more wealth than the bottom 92%. This is not just an issue of economics — this is an issue of our morality."
254,"RT @LateNightSeth: TONIGHT! @SethMeyers chats with Sen. @BernieSanders and @lindseyvonn! Plus, an all new edition of #ACloserLook. https://…"
255,Not all face masks are created equal. N95 face masks are far more effective than cloth masks in preventing the spread of COVID. We must utilize the Defense Production Act to mass produce these masks and distribute them to every household in the country.
256,"One out of four Americans are unable to afford the prescription drugs they need. Yes, it is time for Congress to take on the greed of the pharmaceutical industry which charges us, by far, the highest prices in the world. https://t.co/nZHoXImZbS"
257,“The management at these corporations seem to be losing their humanity.” https://t.co/x0SszXDZaw
258,A CEO should not be paid 350x what the average worker at the company is paid.
259,"When we talk about income and wealth inequality in America today, this is what we're talking about.

Right now, the two wealthiest people own more wealth than the bottom 40%. Got that? TWO PEOPLE own more wealth than 40% of our people.

Is that remotely acceptable to you?"
260,"It is a difficult task to stand up to your boss and to take on corporate greed in your workplace, but workers in West Virginia, in Alabama, in California, and all over this country are leading that fight. https://t.co/x0SszXmnLW"
261,"RT @BCTGM: Workers &amp; families are being squeezed in every possible way while their CEO’s multiply their riches by the second.

The Latina w…"
262,"In the 1950s, CEOs made about 20x more than the average worker.

In the 1980s, CEOs made about 40x more than the average worker.

Today, the CEOs of this country are making 350x more than what the average worker makes."
263,"The average worker, when adjusting for inflation, is making $44 a week LESS today than they made in the 1970's."
264,"I have been told that bold action to avert the climate crisis is 'too expensive,' or that it's 'too radical.'

I am once again asking, when 40% of our people live somewhere that has experienced a climate-related disaster in just the last year, what is the alternative? https://t.co/nlKrsZbr4p"
265,Our democracy is under severe attack. My statement on January 6th. https://t.co/oq0KDXKrvX
266,What is the meaning of solidarity? I believe it means that nobody wants to be alone in this world. The idea that you can stand together with your fellow workers on the job and demand dignity — that is essential. https://t.co/PNsXQDXlmX
267,"""How you can sleep at night when you have $7 billion and you want to take a $300 a month health plan from a kid in West Virginia, or Alabama, or California — I can't explain that."" - Chad Thompson, @steelworkers Local 40 https://t.co/Ad5XMOF2qV"
268,"""It seems to me that companies are going to a turnover workforce — they don't have to give you the benefits if you're only going to be there for a short period of time. With a union, we set out to make it a career instead of a job."" - Braxton Wright, @MineWorkers Local 2368 https://t.co/ITQEjZCVuu"
269,"""As of January 1st, we no longer have medical insurance."" - Cristina Luján, @BCTGM 37

These workers are now going without health insurance in the middle of a terrible pandemic. This sort of corporate greed is totally unacceptable. https://t.co/cddvu6QqFx"
270,"How do workers feel about a company owned by one of the richest guys on the planet cutting health care benefits and workers' pensions?
""I don't think he's on everybody's Christmas card list.""  - Chad Thompson, @steelworkers Local 40 https://t.co/nPM4TXfny1"
271,RT @BernieSanders: NOW: Workers are standing up to some of the most powerful corporate interests in the country. We’re talking LIVE with wo…
272,"""Being on strike as long as we have, it's a real challenge. It's really hard on families to go through Christmas with the uncertainty of not knowing if you're going to be able to provide for your family."" - Chad Thompson, @steelworkers Local 40 https://t.co/iUy7eI4MGJ"
273,"NOW: Workers are standing up to some of the most powerful corporate interests in the country. We’re talking LIVE with workers in Alabama, California and West Virginia about their strikes for justice. 

https://t.co/QrS48A66Xd"
274,"The Gilded Age is not ancient history — the average American worker produces far more today than they did decades ago, yet that worker is worse off economically than they were in 1973. https://t.co/D9HVAMy59p"
275,"LIVE NOW: Working people all over the country are taking on corporate greed and winning. In 2022, we must stand together in unprecedented solidarity. https://t.co/QrS48zOvyD"
276,"While the corporate-owned media may not be talking about it, working people all over the country are taking on corporate greed, and guess what? They're winning.

Join me tonight at 8 PM ET at https://t.co/vreIiWfeoS for a livestream discussion with striking workers. https://t.co/GJ3EVbwNFn"
277,RT @steelworkers: Our siblings from USW Local 40 will be among those featured on @berniesanders live stream TONIGHT at 8 p.m. ET! Please tu…
278,"The wealthy and powerful corporate interests are trying to create a culture that makes us feel weak and hopeless and diminishes the strength of human solidarity. No. Despair is not an option. Instead, we must rise up together."
279,"At a time of massive income and wealth inequality working people, with great courage, are standing together against corporate greed. Their struggle is our collective struggle. 

Join me and striking workers for a livestream discussion tomorrow night at 8 PM ET. https://t.co/uLpb1oGhye"
280,"Against overwhelming odds, the men and women of the labor movement changed society for the better. If you've ever enjoyed a paid vacation, a weekend off, a sick day, or a pension, the labor movement — not your boss — are the people to thank."
281,Tax the billionaires. https://t.co/MbBVQmwiv5
282,"Let's be clear. Class warfare in this country is intensifying. The ruling class is united, and they are united in greed.

No one individual is going to save us. We must rise up together. Our greatest weapon in these times is our solidarity. https://t.co/HUU8hOipIi"
283,"2022 is the year of solidarity. Working people all over the country — with extraordinary courage and determination — are taking on corporate greed, and they're winning.

Join me and striking workers for a town hall this Wednesday night at 8 PM ET. https://t.co/om1MmTlHNz"
284,"The American Rescue Plan reduced childhood poverty in America by over 40% through the expanded child tax credit. It helped millions of families to survive. Unless Build Back Better is passed, the expansion will end and we will see a huge increase in childhood poverty. https://t.co/on2c71b3oP"
285,"It's not easy to stand up to your boss and say, 'you know what? I'm a human being, I have rights, I deserve to be treated with respect and dignity.' But all over this country, you're seeing workers standing up, organizing, and fighting back. Solidarity — that's how you win power."
286,"If you believe, as I do, that at a time of massive inequality the key to creating an economy that works for all, not just the few, requires a resurgent labor movement, then we must expose corporate greed, support striking workers and make it easier for people to join a union."
287,Jane and I want to take this opportunity to wish you and yours a safe and healthy new year. 2022 is not a time for despair or cynicism. Now is a time for hard work. Now is a time to stand up and fight for the country that we know we can become.
288,Warren Buffett is a billionaire worth over $100 BILLION with a tax rate of just 0.10%. He's spoken eloquently on the crisis of growing inequality. But why doesn't he want to make sure the steelworkers of Special Metals are treated with dignity and respect? https://t.co/N5aJqXkqOK
289,"It was nearly 70° in Alaska just a few days ago.
Cities in Colorado are overrun with wildfire and hundred mile-per-hour winds.

Anyone who denies that we are in the midst of a large-scale climate crisis is not living in reality.

We need bold climate action and we need it now."
290,"Mr. Buffett is one of the wealthiest guys on the planet. There is no reason that steelworkers at Special Metals, a W.V. company that made $1.5 billion in profits last year, should accept an insulting contract that includes significant pay cuts and major cuts to their health care. https://t.co/bWQsOupPDs"
291,Billionaires spending millions of dollars on political campaigns while Republicans in state after state make it harder and harder to vote is not a democracy. It is a corrupt political system controlled by a small group of people that Congress must have the guts to take on.
292,"It's true that corporate profits have never been higher. And still, they want more.

But there is another more important truth: there are a lot more of us than there are of them. Now is the time to organize. Now is the time to end their greed."
293,"For the ruling class, greed is a religion. They will cut back on workers' wages, on workers' benefits, on workers' safety on the job — all for the sake of having more, more, more.

I've got news for the ruling class: you cannot have it all. The working class is fighting back."
294,"18 million Americans have gone without filling a prescription from their doctor because they could not afford the cost. Let me repeat that. 1 in 10 people in America today are going without the medicine they've been prescribed because of the cost. That, to me, is an outrage."
295,"A nurse should not pay more in federal taxes than Amazon owner Jeff Bezos, who is worth $195 billion."
296,"CEOs now make over 350 times as much as their average employees as they receive large salaries, stock options, ""golden parachutes"" and a wide range of perks. It is time they understand they cannot have it all."
297,"If a CEO offers a member of Congress $5 to vote for a bill, it's considered a bribe – subject to severe punishment. If a CEO starts a Super-PAC, and raises millions for that member, it is perfectly legal. We must overturn Citizens United and move to public funding of elections."
298,"In the richest country in the history of the world, you should not have to work 2 or 3 jobs just to put food on the table and keep a roof over your head."
299,You wanna organize and join a labor union? You should be able to do so without intimidation from your boss. That doesn't seem like too radical an idea to me.
300,"In the midst of this pandemic we thank our overworked doctors, nurses and other healthcare professionals for all they are doing. Working within a dysfunctional health care system, their dedication and courage has saved thousands of lives. We very much appreciate their sacrifices."
301,"Jane and I wish you and yours a very safe and merry Christmas. I am absolutely confident that, as we stand together, we will defeat this pandemic and move our country and world forward toward peace, justice and environmental sanity. Keep the faith."
302,It was the labor movement that brought you the holiday weekend.
303,The Democratic Party must once again become the party that stands up for the working class of this country.
304,"The Build Back Better Act is a bold attempt to finally address the long-neglected needs of working families and demand that the wealthiest people in this country and large corporations start paying their fair share.

It's time to take a vote in the Senate.
https://t.co/6h68xVAQMG"
305,"No, getting an education should not mean that you are burdened for life with student loan debt.

Yes, the time is now to cancel all $1.86 trillion of student debt in this country."
306,"In this country, we allow the pharmaceutical industry's greed to go totally unchecked, leaving the American people to pay ten times more for insulin than the people of Canada. That is a disgrace."
307,"I voted against NAFTA.
I voted against PNTR with China.

It was obvious to me then, and it is obvious to me now that what these large corporations want is to pay desperate people in other countries a buck an hour instead of paying workers in America decent wages. https://t.co/SO6VJ1vxqX"
308,"Last year, while nearly 1 out of 4 Americans could not afford to fill the prescriptions written by their doctors, 6 of the largest drug companies made tens of billions in profits. That is absolutely insane.

The time to take on the greed of the pharmaceutical industry is now."
309,"We cannot be negotiating forever while standing for nothing.

Let's bring the Build Back Better Act to the floor of the Senate and finally have the guts to take on the most powerful special interests in the country. https://t.co/eesYSIxNRS"
310,"I suspect that the people of WV are like people in every other state.

They want to lower prescription drug costs.
They want Medicare to cover vision, hearing and dental.
They want to continue $300 per child monthly payments.
They want the wealthy to pay their fair share. https://t.co/AydhMohrQi"
311,"We have more income and wealth inequality in America today than at any time in history.
The corporate elite basically own many parts of the Congress.

If you think Reconstruction is ancient history and its lessons are not relevant to today, you are missing a very important point. https://t.co/WJoa37QZ9Y"
312,"""Slavery was a total institution — a system of labor, of politics, of race relations. When slavery was gone, what was to replace it?"" - Professor Eric Foner on the class struggles that took place after the abolition of slavery https://t.co/5szvFW6SyW"
313,"RT @BernieSanders: LIVE NOW: Join me, Professor Eric Foner, @KeeangaYamahtta, and @CornelWest for an important discussion on the lessons of…"
314,"""Part of the problem of our present moment of such moral decay and spiritual decrepitude is too much conformity, too much complacency, too much complicity, and too much cowardliness."" - @CornelWest https://t.co/9G13SavoAG"
315,"""There's always a temptation in U.S. politics when discussing American history to imagine the nation's history as inherently progressive... History is not promised or inevitable. It is always a product of struggle."" - Professor @KeeangaYamahtta https://t.co/lCS2X0RZWG"
316,"""How we think about this history matters today. It's not just an academic exercise."" - Professor Eric Foner on the crucial need to learn from the history of Reconstruction https://t.co/O70L8LrQ4X"
317,"LIVE NOW: Join me, Professor Eric Foner, @KeeangaYamahtta, and @CornelWest for an important discussion on the lessons of Reconstruction. https://t.co/hHE5DYF37u"
318,RT @KeeangaYamahtta: Join us Sunday night.
319,"My message to Kellogg's is this.

You don't treat people whose families gave their lives to your company as disposable. You don't threaten to send their jobs to Mexico.

You treat them with the dignity and the respect that they deserve. https://t.co/fYEZLLn22R"
320,"If Joe Manchin does not have the guts to stand up to the powerful special interests, he's going to have to explain that to the people of West Virginia who are hurting and hurting badly. https://t.co/U5OeNlk6ea"
321,"TOMORROW, 8PM ET: Join me, Professor Eric Foner, @KeeangaYamahtta, and @CornelWest for an important panel discussion on the lessons of Reconstruction. 

Watch LIVE at https://t.co/vreIiWfeoS. https://t.co/1sIqNIEhJe"
322,Any worker in any state in this country who wants to join a labor union must be allowed to do so.
323,"Here’s the letter from President Biden that I read at today’s rally with striking Kellogg’s workers in Battle Creek, Michigan. https://t.co/7rftfPqvr2"
324,"All across this country, working people are saying: ""Enough is enough. We want dignity. We want respect. We want justice."" https://t.co/3ilAMxkEbF"
325,"Working people in this country want dignity.
They want respect.
They want to be able to raise their families with a decent middle-class income.
And they don't want to have to work 100 days in a row to be able to do that. https://t.co/RxapgVdW8q"
326,"I want the American people to know this. When you look at Kellogg's workers, you're looking at people who have worked 60, 70, or 100 hours a week to feed this country without a day off.

You don't treat those workers with disrespect and contempt. https://t.co/SaWLvLTVID"
327,"I've got a message for Kellogg's.

If you love America, then you love the workers of this country.

And if you love American workers, you don't threaten them with permanent replacements, or to ship their jobs to desperate people in Mexico to pay them 90 cents an hour. https://t.co/AMR9LP5SPY"
328,"What's going on in this country right now is a disgrace.

We are seeing massive levels of massive income and wealth inequality. Working people are struggling to put food on the table. But the top 1%, they're doing just fine. Does that sound acceptable to you? https://t.co/KCbg6EUCCk"
329,"""What we're here to do is to stop the exploitation of the American middle-class worker."" - Trevor Bidelman, BCTGM Local 3G President https://t.co/NrmqPxP3ac"
330,"""Everyone is sick and tired of working every single waking moment of their life. We have to do this just to have some version of what's referred to as a 'comfortable living.'"" - Trevor Bidelman, BCTGM Local 3G President https://t.co/BorYuoz7Ws"
331,"RT @BernieSanders: END KELLOGG'S GREED: I'm in Battle Creek, Michigan standing with striking workers who are demanding dignity on the job a…"
332,"END KELLOGG'S GREED: I'm in Battle Creek, Michigan standing with striking workers who are demanding dignity on the job and an end to Kellogg's corporate greed. Join us LIVE now. https://t.co/hvoIdGk6bc"
333,"Kellogg's is a company that made $1.4 billion in profit last year.
They can afford to compensate their CEO to the tune of nearly $12 million.

And how did they make that money? The workers who came to work during a pandemic and fed this country. Those workers deserve our support. https://t.co/O5YbL4vmAx"
334,"I don't know how you look at Kellogg's, who is raking in BILLIONS in profits on the backs of workers doing 12-hour shifts for 100 days in a row and say that those workers do not deserve decent wages, decent working conditions, and dignity on the job. Not a radical idea!"
335,"I look forward to standing with striking Kellogg's workers today in Battle Creek, Michigan. These workers have tremendous courage in not only standing up for themselves, but for future generations against the reckless corporate greed on display by Kellogg's.

Join us at 3 PM ET. https://t.co/i8Eojd2vmb"
336,"On Sunday night, we will hold a very important livestream discussion about the lessons of Reconstruction. 

Please join me and our special guests Professor Eric Foner, @KeeangaYamahtta, and @CornelWest at 8 PM ET at https://t.co/vreIiWfeoS. https://t.co/mLL9UDAqM7"
337,"Last year, the Kellogg's workers helping to feed America during a global pandemic were rightly considered ""heroes.""

Today, the company considers them to be disposable. I stand in solidarity with the workers in their struggle for respect and dignity.
https://t.co/RU2wwQ3clP"
338,"I've been told that radical action to avert the climate crisis is ""unrealistic."" I disagree.

What's truly unrealistic is continuing to do nothing and expecting our planet to be remotely inhabitable for future generations.

NOW is the time to act."
339,"Kellogg's workers kept the country fed during a global pandemic, bringing Kellogg's BILLIONS in profits.

Can Kellogg's afford to negotiate in good faith with the workers demanding dignity? Absolutely.

This Friday, I'm headed to Michigan to stand with the workers. Join me. https://t.co/FQxexyeHmg"
340,"As part of the American Rescue Plan, the expanded Child Tax Credit helped cut child poverty in HALF.

Let’s be clear, anyone who opposes its extension should come forward and explain to the American people why they think struggling working families don’t need help."
341,"Despite receiving billions from taxpayers to develop the vaccines, drug companies remain more interested in increasing their profits than in saving lives. But let us be very clear. That taxpayer investment was not to make more money for drug companies. It was to crush COVID."
342,It wasn't the CEO or other executives that kept Kellogg's running and made them billions in profits during a global pandemic — it was the workers putting in 12-hour shifts for a breathtaking number of days in a row. Kellogg's must come to the table and negotiate in good faith.
343,"Kellogg's workers made the company BILLIONS during a pandemic by working 12-hour shifts, some for more than 100 days in a row. But Kellogg's is now choosing corporate greed over the workers they once called “heroes.”

On Friday, I’m going to Michigan to stand with the workers. https://t.co/aJftYweFAN"
344,You should not have to work 80 hours a week to make ends meet in this country.
345,"Kellogg's workers came to work during the pandemic.
They worked 12-hour shifts.
They worked 7 days a week.
Kellogg's made $1.26 BILLION in profits last year.
Their CEO made over $11 million.

Don't you think workers deserve a contract that treats them with dignity and respect?"
346,"New moms in Denmark are guaranteed 126 days of paid leave to spend with their newborn.
New moms in Canada are guaranteed 119 days.
New moms in France are guaranteed 112 days.

New moms in the United States are guaranteed ZERO days.

Let's end this international embarrassment."
347,"Kellogg's is a company that is worth tens of billions of dollars. They paid their CEO over $11 million last year.

So why are they threatening to fire striking workers and send jobs to Mexico that pay $0.97 an hour? The answer is greed. 

Let's stand with the workers. https://t.co/U9K71BPkEl"
348,"The tornado destruction in Kentucky, Arkansas, Illinois, Missouri, Mississippi and Tennessee is devastating. Jane and I send our deepest condolences to the families who lost loved ones and we thank the first responders working around the clock to save lives."
349,"President Biden is exactly right. We cannot allow a large, profitable corporation to permanently replace striking workers and send their jobs to Mexico. Now is the time for our government to stand with struggling workers, and not with a greedy corporation. https://t.co/LoqpLUlvaZ"
350,🎥 : @NoahRiffe
351,"Stacie Hartman is a Marine veteran and a striking Kellogg’s worker who has worked 62 days in a row, mostly 12 hour days. But that's not enough for the Kellogg's CEO. He wants to ship her job to Mexico where he pays workers $0.97/hour. Support the workers. https://t.co/5G6nwlicHZ"
352,"There should be no doubt that abortion rights in this country are under relentless attack by far-right politicians.

If we are going to protect a woman's right to control her own body, we must reform the filibuster and codify Roe v. Wade into law with 50 votes in the Senate."
353,"You're a billionaire — great, good for you. You want to zoom around on a rocket and pretend you're an astronaut? That's fine, it's a free country. But don't ask for government subsidies to do it and then whine when you're asked to pay your fair share of taxes."
354,"Workers with @SBWorkersUnited made history today. They are a tremendous inspiration and it is so encouraging to see people all over the country standing up for themselves and each other. In solidarity, together, working people can achieve the dignity they deserve. https://t.co/FYlo3YPJr1"
355,Congratulations to @SBWorkersUnited on the HISTORIC achievement of organizing the first-ever union at a company-owned Starbucks in the US. The company should stop pouring money into the fight against the union and negotiate a fair contract now. https://t.co/yNiXOjzy2v
356,"RT @SBWorkersUnited: Victory at Elmwood, the first unionized Starbucks store in the United States—history made!!!"
357,"Is Kellogg's facing hard times? No, not by a long shot. Over the course of the pandemic, they've made big profits. Their CEO makes millions. So, what could possibly be their justification for refusing to treat their workers with basic dignity?

It's GREED! https://t.co/Hr4kf6tacn"
358,"When Kellogg's employees worked 7 days a week during the pandemic to feed America they were called ""heroes."" Today, despite big profits, the company is trying to break their strike by bringing in permanent replacements and sending 275 jobs to Mexico. Let's stand with the workers."
359,"Take a look around you.

1 out of 4 people can't afford the cost of their prescriptions.

All the while, billionaires have increased their wealth by more than $2 TRILLION since the start of the pandemic.

Don't you think it's time we got our national priorities straight?"
360,"Ask yourselves.

Why are Republicans so interested in making it harder and harder to vote in this country?

Why are businesses so keen on making it as difficult as possible for workers to form a union?

It's simple — it's all about taking power away from working people. No more."
361,"The motivation of the pharmaceutical industry is greed — they squeeze the American people tighter and tighter to make themselves richer and richer — all while 1 out of 4 Americans can't afford the medicines their doctors prescribe.

It's time to end their greed."
362,"How insane is it that in America today, for 1 out of 4 people in this country, this is the reality:

You get sick.
You go to the doctor.
The doctor writes a prescription.
You can't afford that medicine.

And what happens? In many cases, they get even sicker. Unacceptable."
363,"The workers who are working so very hard to organize, who are standing up and fighting for justice are an enormous inspiration to me, and a reminder that if we stand together, there is nothing we cannot accomplish.

Not me, us. https://t.co/ix78Q5yLsH"
364,"It is my view that if a worker wants to join a union, it is his or her constitutional right to be able to do so. https://t.co/UoppO0i2IL"
365,"""We would already have our union if the laws didn't have so many loopholes that allowed corporate to come in and dominate us, delay efforts, and harass us."" - Michelle Eisen https://t.co/9FwGg3XlxZ"
366,"""Howard Schultz and every other member of the upper chain of command could have chosen to make it easier on our baristas, to make it livable, and to avoid the challenges that came with the pandemic, but they chose not to. They chose virtue signaling."" - Gianna Reeve https://t.co/4Y2HtactxJ"
367,"""We are very confident that by the end of next week, we're going to have the first union Starbucks in the country. The public putting pressure on Starbucks to come to the table is what we need right now."" - Lexi Rizzo https://t.co/ohfOLf6wLn"
368,"""A lot of people wonder why we want to have a union at a job that they see as 'unskilled labor.' Well I can tell you that we are not unskilled laborers. We do not just pour coffee. We invest a serious amount of emotional labor into our stores."" - Lexi Rizzo https://t.co/2Rt8YUCey1"
369,"""I don't agree that if we're unhappy with the way Starbucks is, that we should just leave. When you love something, you fight to make it better, and that's what we're trying to do with our union campaign."" - Lexi Rizzo https://t.co/PZtQmHqP5w"
370,"Is it an increasingly common occurrence to see people from Starbucks corporate in the stores?

""Absolutely."" 

Maya Panos details the lengths to which Starbucks corporate is going to pressure workers to vote against the union. https://t.co/gM3yV3GIV1"
371,"""As they've been hiring a bunch of people to dilute our votes, our hours have been slowly getting cut down, week by week."" - Maya Panos details the anti-union tactics being used in her store by Starbucks management https://t.co/RtfK31u7UY"
372,"""I have a partner who has been with the company for 17 years. She has almost 2 decades of experience and she makes a little over a dollar more than me — that's unacceptable."" - Gianna Reeve https://t.co/OzI2lQfet3"
373,"""I, as a partner, and Howard Schultz, who is apparently also a partner, are supposed to be on equal playing fields. You need to uphold your morals, and if Starbucks won't do that, myself and my fellow partners will do that. That's why I'm fighting for this union."" - Gianna Reeve https://t.co/akHnLwdA57"
374,"""They've sent what they call 'support partners' in to try to prevent us from talking about the union with our coworkers... We know that they're there to surveil us."" - Michelle Eisen on the anti-union tactics used by Starbucks corporate https://t.co/VZn59Ee3mT"
375,RT @BernieSanders: LIVE: Young workers are fighting back against an economy that only works for the wealthy. Join me NOW for a livestream w…
376,"In America today, our younger generations, through no fault of their own, now has a lower standard of living than did their parents. 

In other words, the American dream is going backwards. Totally unacceptable. https://t.co/BE4OkWFUp0"
377,"RT @SBWorkersUnited: TONIGHT: Tune into our committee's chat with @BernieSanders at https://t.co/HRrzIDVfkW, starting at 8 pm EST! 

Join u…"
378,LIVE: Young workers are fighting back against an economy that only works for the wealthy. Join me NOW for a livestream with Starbucks employees in Buffalo who are fighting to form the first union ever at the company. https://t.co/dQ2mPcdMlq
379,"You know what, if Starbucks can find the money to pay their CEO nearly $15 MILLION in compensation, I think that MAAAAAYBE they can afford to pay their workers a decent wage with decent benefits! Not a radical idea!"
380,"TONIGHT: Starbucks workers in Buffalo, NY could make history this week by organizing to form the first union in the history of the company.

I hope you'll join us tonight at 8 PM ET for a livestream discussion with the workers regarding what they hope to win with a union. https://t.co/m37eMYKM4A"
381,Republicans have been working overtime doing all that they can to make it harder to vote in this country. Our job now is to do all we can to make it easier to vote and to ensure that we remain a democracy. https://t.co/THqs5MGSoW
382,"Starbucks workers' median pay: $12,113
Starbucks CEO compensation: $14.7 MILLION

If Starbucks can afford to pay its CEO over 1,200x what it pays its median workers, then yeah, I think they can afford to negotiate in good faith with workers organizing  to join a union."
383,"Young workers are struggling with low wages, high rents, student debt, lack of health care, etc. Some of them are fighting back.

Please join me tomorrow night at 8 PM ET for a livestream with Starbucks employees in Buffalo who are forming the first union ever at that company. https://t.co/AAUeGuhahB"
384,"We can’t go back to the days when women had to risk their lives to end an unwanted pregnancy. We must pass legislation that codifies Roe v. Wade as the law of the land. And if there aren’t 60 votes to do it, and there are not, we must reform the filibuster to pass it with 50. https://t.co/FNRsYED5Ct"
385,I stand in solidarity with miners at Warrior Met in Alabama fighting back courageously against Wall Street vultures who forced cuts to their wages and benefits. It is time that we put the lives of working people ahead of shareholder profits.
386,"Cost for Pulmicort asthma inhaler:
🇬🇧: $0
🇨🇦: $33
🇺🇸: $311

I am sick and tired of the pharmaceutical industry continuing to rip off the American people. It is long past time to end their greed."
387,"Since the Wall Street collapse of 2009, 45% of all new income has gone to the top 1%.

During the pandemic, billionaires have seen their wealth increase by over $2 trillion.

Is that the sort of economic reality that working people should be satisfied with? I don't think so."
388,"I want you stop scrolling for just a moment. Take one second and pause.

Jeff Bezos made $3,715 in just ONE second — that's more than the median full-time worker in this country earns in an entire week.

Please do not tell me he cannot afford to pay his fair share of taxes."
389,"If you don't have the guts to defend your ideas, if you know your political ideas can't carry the day, I guess one way to win elections is to deny the right to vote to those who might vote against you. Unfortunately for Republicans, we live in a democracy. One person. One vote."
390,"In the midst of all of this — throw in COVID, throw in climate — it is very, very easy to get discouraged. We cannot do that. We are fighting not only for ourselves, but for our kids and our grandkids. The struggle continues. https://t.co/TTlDKxS4aA"
391,"""One of my biggest critiques of the media is when this issue is viewed as, 'Democrats vs Republicans,' when it's really, 'Republicans vs democracy.'"" - @AriBerman https://t.co/AkosXofJAK"
392,"""A 'red wave' is a mild way to describe what will happen if we are unable to secure American elections... Republicans are not interested in governing."" - @nseufot https://t.co/YaZfoV0VoE"
393,"""We don't talk about the vote as if it's some magic bullet — it's a tool in our tool belt that we can use to build the country that our families deserve."" - @nseufot https://t.co/g9eegdc3Ur"
394,"""The assault on democracy did not end with the assault on the Capitol. In many ways, it was the beginning of the assault on our democracy."" - Sen. @AmyKlobuchar https://t.co/TkI0R6yFaj"
395,"""Over the last decade or so, Republicans in Wisconsin have used their position in the state legislature to make it harder for Democratic voters to cast their ballots. It's as simple as that."" - @NicholsUprising https://t.co/khtOgfzP51"
396,"RT @fightfor15: ""America has not had a raise in 12 years. The federal min wage is $7.25 an hour. The reason [GA legislators] don't feel any…"
397,RT @BernieSanders: LIVE NOW: Our country is facing the very real existential threat of losing our democracy as we know it and plunging towa…
398,"""We are witnessing a crisis in American democracy. And I do not use those words lightly."" - @nseufot https://t.co/jQz6cpWQ3p"
399,"Extreme gerrymandering means ""really unpopular policies could be enacted with virtually no accountability."" Listen to @AriBerman on the danger of extreme gerrymandering to our democracy. https://t.co/IRaQYN5fmf"
400,"""We are witnessing the greatest effort to roll back voting rights and to roll back fair representation since the Voting Rights Act passed in 1965. This is the most serious threat democracy since the Jim Crow Era."" - @AriBerman on the anti-democratic GOP efforts across the country https://t.co/Sj9r1bBJvZ"
401,RT @nseufot: We’re live in 1 minute! https://t.co/rsPz86J0a5
402,RT @amyklobuchar: Looking forward to being part of a very important voting rights discussion tonight with @BernieSanders @AriBerman @nseufo…
403,"I've been in politics for a little while. As a public official, it has always been my belief that we should make it easier for people to participate in the political process — not harder. https://t.co/emA6td1z5r"
404,LIVE NOW: Our country is facing the very real existential threat of losing our democracy as we know it and plunging toward authoritarianism. Please join our live town hall NOW on how the people can fight back. https://t.co/c1TGBxPM2E
405,"Maybe I'm a little old fashioned, but I believe that when you talk about democracy, that means one person, one vote.

It does not mean billionaires buying elections.
It does not mean extreme gerrymandering.
It does not mean making it next to impossible to vote."
406,"TONIGHT: Republicans in state after state are working to make it harder and harder to vote. We can't let them succeed.

Join me, Sen. @amyklobuchar, @ariberman, @nseufot, and @NicholsUprising TONIGHT at 8 PM ET to discuss the ways we can fight these anti-democratic efforts. https://t.co/mUODubtiCC"
407,Abortion is a constitutional right.
408,RT @NicholsUprising: Tonight I join Senator @BernieSanders and experts on gerrymandering and voter suppression to discuss the very real thr…
409,"For 50 years, this nation's working class has been DECIMATED.

We pay the highest prices on earth for prescription drugs.
Half our people live paycheck to paycheck.
Half a million people are sleeping on the street.

NOW is the moment to invest in the needs of working people."
410,"It is an international embarrassment that even after living through an ongoing pandemic, American workers continue to be guaranteed ZERO days of paid medical leave."
411,I'm proud to stand with @SBWorkersUnited in their fight for decent wages and decent working conditions. Starbucks is raking in record profits in 2021. They are not a struggling company. So why are they working so hard to defeat workers' efforts to form a union?
412,RT @nseufot: 🗣🗣🗣
413,Let's be honest about the stakes of this moment. The Republican Party today is an anti-democracy party. They are doing all they can to make it harder for American citizens to vote and participate in the political process. We cannot allow them to succeed.
414,"Just this year alone, 33 laws that make it harder for Americans to vote have been enacted in
- AL
- AZ
- AR
- FL
- GA
- ID
- IN
- IA
- KS
- KY
- LA
- MT
- NV
- NH
- NY
- OK
- TX
- UT
- WY
Unacceptable. We must make it easier — not harder — to vote in this country."
415,"In 2021 so far, there have been more than 425 bills introduced in state legislatures in 49 states across the country aimed at making it harder to vote.

Join me, Sen. @amyklobuchar, @ariberman, @nseufot, and @NicholsUprising this Wednesday at 8 PM ET to discuss how we fight back. https://t.co/PcLKrM94hf"
416,"No, you should not accept an economic system which allows the CEOs of this country to grow their pay by 1,167% while at the same time, worker pay has grown by just 13.7%.

Another world and an economy which works for all of us is possible, but only if we fight for it."
417,Jane and I would like to wish a Happy Hanukkah to all who are celebrating across the world in the week ahead.
418,"My message to GOP legislators across this country is this: if you are SOOO scared to campaign on your ideas that you have to resort to rigged electoral maps and draconian voter suppression laws to be able to win, maybe you ought to get out of politics and find a new job."
419,"In 1944 FDR stated; ""We have come to a clear realization of the fact that true individual freedom cannot exist without economic security and independence.” He was right. People who are hungry, homeless and without health care are not truly free. The struggle continues."
420,"Question: What does it say about a political party that has to repeatedly gerrymander districts to continue to hold power, that has to make it harder for people of color and for poor people to vote?

Answer: It says that they are cowards afraid of democracy."
