,text
832,"Happy 97th birthday to a leader who personifies goodness and grace: President Jimmy Carter. America, and indeed the entire world, are so grateful for your lifetime of hard work building a better future for our children. Wishing you and Rosalynn the very best on your special day!"
833,"Jim Hormel made history as the first openly gay U.S. Ambassador, paving the way for a generation of LGBTQ leaders. But it is his goodness and greatness that will be forever etched in the hearts of all who know him. We miss him dearly. https://t.co/HhAMtcZjOy"
834,"Honored to welcome @POTUS to the U.S. Capitol this afternoon. Together, we will #BuildBackBetter for the American people! https://t.co/cLEU6AlsB8"
835,"Join Members of Congress and me live on the National Mall at the #InAmericaRemember exhibit for a moment of silence honoring the 700,000 lives lost to COVID-19 in America. https://t.co/p9WQkmGXho"
836,"Today, I am proud to sign H.R. 5305, a Continuing Resolution that ensures we keep the federal government open #ForThePeople. https://t.co/gJRtbgOWh4"
837,"Join Members of Congress and me live at the United States Capitol for a bill enrollment ceremony on H.R. 5305, a Continuing Resolution that ensures we keep the federal government open #ForThePeople. https://t.co/CYWj4YXnLo"
838,Join me live at the U.S. Capitol for my weekly press conference. https://t.co/cTEe0yBQyA
839,"Republicans’ refusal to support a suspension of the debt ceiling is downright dangerous and threatens six million jobs, financial security for working families and could send the unemployment rate to nine percent. https://t.co/26cWsplLfM"
840,It was a privilege to speak with @JeffreyGoldberg for the Ideas Stage at @TheAtlanticFest. Watch my full interview here. #TAF21 https://t.co/BmStxQlZZ5
841,"Proud to join @HouseDemocrats &amp; League of Conservation Voters, Climate Power &amp; other climate activists to reaffirm the need for critical provisions in the #BuildBackBetter Act that tackle the climate crisis, advance environmental justice &amp; invest in America’s clean energy future. https://t.co/JmgxXQPJMf"
842,"Join Members of Congress, activists &amp; me live at the U.S. Capitol for an event on how the #BuildBackBetter Act will create good paying jobs tackling the climate crisis, addressing environmental justice &amp; investing in America’s clean energy future. https://t.co/2FfG4vPRnf"
843,"The full faith &amp; credit of the United States should not be political. Republicans’ reckless decision to block government funding &amp; raising the debt ceiling threatens 6 million jobs, financial ruin for countless families, military paychecks &amp; Social Security payments to seniors. https://t.co/2bmFDSQqdO"
844,"RT @RepPeterDeFazio: We are at a crossroad. We can rebuild America to give people a fair shot, create jobs, and face the climate crisis. Or…"
845,"The backbone of our democracy and our country is the middle class and those who aspire to it. As we Build Back Better, we must meet families’ home health care needs — and lift up the caregivers who meet them!  #CareCantWait https://t.co/PS00jlzVRN"
846,"See what happened behind-the-scenes last week at the United States Capitol and in my district with my Medium post, ‘Madam Speaker.’
https://t.co/oK07fRpvS4"
847,"The Biden agenda: lower costs, historic middle class tax cuts, millions of green good-paying jobs for the American people and much more to #BuildBackBetter – and paid for by making sure the wealthy and corporations pay their fair share. https://t.co/KtQwacR52K"
848,"This morning, I joined @ThisWeekABC to talk about passing @POTUS Biden’s #BuildBackBetter Agenda. The next few days will be a time of intensity. We must pass a Continuing Resolution, Build Back Better Act and the BIF.  https://t.co/qVZXGpoQXs"
849,"President Biden’s vision is about rewarding work, not just wealth. Democrats are united behind America’s working families – fighting for fairness in our economy, justice in the environment and unlocking the full economic potential of parents in the workforce. #BuildBackBetter https://t.co/8Y5e13oYy3"
850,"This week, I was privileged to welcome @SimonCoveney, Minister of Foreign Affairs and Defense of the Republic of Ireland, to the United States Capitol. https://t.co/GNLtdtVkYh"
851,"Proud to stand with @RepJudyChu &amp; Members of the @ProChoiceCaucus before @HouseDemocrats’ passage of the Women’s Health Protection Act.

By passing this bill today, we reaffirmed this truth: every woman, everywhere, has the constitutional right to basic reproductive health care! https://t.co/tJe2RkVdkJ"
852,"For The Children, Democrats’ #BuildBackBetter Act will give millions of middle class families one of the biggest tax cuts in history while dramatically lowering everyday costs with investments in child care, paid leave, home-based care, universal pre-K and more. https://t.co/RkMBPgPCsC"
853,"Very proud to stand with Members of Congress and advocates this morning to uplift House Democrats’ work to #BuildBackBetter for Women because we all know: when women succeed, America succeeds. https://t.co/IoXcYn0Bgu"
854,"Join @HouseDemocrats and me at the United States Capitol as we talk about our transformational plans to #BuildBackBetter for Women – because when women succeed, America succeeds! https://t.co/qpyoZIgFFq"
855,Join Members of Congress and me live at the U.S. Capitol for a press conference on the Women's Health Protection Act ahead of the vote in the House of Representatives. #WHPA https://t.co/7TRj2pupK7
856,"Join essential home care workers, advocates, Members of Congress and me live at the ""Care Can't Wait"" event to highlight the need to create good union care jobs, expand access to home care &amp; deliver racial and gender justice. https://t.co/lUxlZKSwrx"
857,Join me live at the U.S. Capitol for my weekly press conference. https://t.co/31AHEeFhe2
858,"Today, I met with @LouisianaGov and @RepTroyCarter on helping disaster victims following hurricanes that hit Louisiana. While @HouseGOP abandoned families, @HouseDemocrats fought for them by voting for the Disaster Supplemental last night. https://t.co/yG0sg24bnu"
859,"Yesterday, I met with @RepKarenBass &amp; His Excellency João Manuel Gonçalves Lourenço, President of the Republic of Angola, to discuss strengthening our bilateral relationship, COVID-19 response &amp; recovery, support for reforms &amp; economic prosperity &amp; addressing the climate crisis. https://t.co/5kGueQFEEn"
860,"Today, I was honored to welcome @ScottMorrisonMP, Prime Minister of Australia, to the United States Capitol ahead of a bipartisan leadership meeting. https://t.co/uiMkvKtpru"
861,"Join @ScottMorrisonMP, Prime Minister of Australia and me live at the United States Capitol ahead of a bipartisan leadership meeting. https://t.co/k5iLqFQZOm"
862,"As Speaker, it was my privilege to welcome The Right Honorable @BorisJohnson, M.P., Prime Minister of the United Kingdom of Great Britain and Northern Ireland, to the United States Capitol this morning ahead of a bipartisan leadership meeting. https://t.co/T1hQ0smhxT"
863,"Join The Right Honorable @BorisJohnson, M.P., Prime Minister of the United Kingdom of Great Britain and Northern Ireland and me live at the United States Capitol ahead of a bipartisan leadership meeting. https://t.co/dliokNGKBu"
864,"Proud to join House Democrats yesterday to unveil the Protecting Our Democracy Act. This comprehensive reform is essential to protect, support and restore the American people’s faith in our democratic institutions and prevent abuse of presidential power. https://t.co/p7G8Yu1FCt"
865,"Today I planted a flag at artist Suzanne Brennan Firstenberg’s “In America: Remember,” an art installation on the National Mall commemorating Americans lost to COVID-19.

With each white flag, we remember those we have lost and reflect on the enormous toll of the pandemic. https://t.co/7kczlgSa9v"
866,Join @HouseDemocrats and me live at the United States Capitol for a press conference on the Protecting Our Democracy Act. https://t.co/0Ji2t0kx3d
867,"Join artist Suzanne Brennan Firstenberg and me at In America: Remember, a public art installation on the National Mall commemorating all Americans who have died due to COVID-19. https://t.co/5lJC8dP3nT"
868,"Two years ago, @LeaderMcConnell said: “America can't default. That would be a disaster."" Yet, now he and @SenateGOP are trying to force the first-ever default of the U.S. All Members must come together in a spirit of bipartisanship to protect the full faith and credit of the U.S."
869,"The situation facing Haitian migrants at the border is heartbreaking, and Congress will continue to closely monitor developments. Read my full statement here: https://t.co/vrov3qTd5x"
870,All migrants seeking asylum must be treated in accordance with the law and with basic decency. Any acts of aggression or violence cannot be tolerated and must be investigated.
871,"Reports of the mistreatment of Haitian migrants fleeing violence and devastation from natural disasters are deeply troubling, including the inappropriate use of what appear to be whips by Border Patrol officers on horseback to intimidate migrants."
872,"When SCOTUS takes up Dobbs v. Jackson Women’s Health Organization, @HouseDemocrats urge it to respect the law, precedent &amp; the rights of women by upholding Roe v. Wade &amp; fully striking down the Mississippi ban. Read my full statement here: https://t.co/3zh8GE4CQ8"
873,"Revisiting or undermining Roe presents a threat to equality and justice in America, as the Mississippi ban particularly targets women of color &amp; women from low-income communities &amp; would ‘perpetuate the structural racial and socioeconomic inequities that persist in our society.’"
874,"Mississippi’s draconian abortion ban – one in a heartbreaking and nationwide assault against women’s freedoms – is unconstitutional. As the brief makes clear, the constitutional right to an abortion has been resoundingly affirmed: in Roe v. Wade &amp; in Planned Parenthood v. Casey."
875,"Today, Congressional Democrats are taking action in the Courts as we stand with the American people and the law in defense of this truth: every woman, everywhere, has the constitutional right to basic reproductive health care."
876,"Watch my interview with @CommonsSpeaker @G7 Speaker’s Conference. Safety &amp; security is the basis for every other good thing that flows from a Democracy. When freedom of expression turns into violence or an attempt to undermine the constitution, then we have to seek out the truth. https://t.co/2S4QAWJHfv"
877,We look forward to passing this crucial legislation with bipartisan support through both chambers and sending to the president’s desk in the coming weeks. Read my Joint Statement with @SenSchumer on Continuing Resolution and Debt Limit Legislation here: https://t.co/4w6h1v0c3G
878,"Addressing the debt limit is about meeting obligations the government has already made, like the bipartisan emergency COVID relief legislation from December as well as vital payments to Social Security recipients and our veterans."
879,"A suspension of the debt limit through 12/22 would provide an amount of time commensurate w/ the debt incurred as a result of passing last winter’s bipartisan $908B emergency COVID relief legislation, which was authored by GOP Senators &amp; signed into law by the previous president."
880,The legislation to avoid a government shutdown will also include a suspension of the debt limit through December 2022 to once again meet our obligations and protect the full faith and credit of the United States.
881,"This week, the House of Representatives will pass legislation to fund the government through December of this year to avoid a needless government shutdown that would harm American families and our economic recovery before the September 30th deadline."
882,"Today, and every day, Democrats reaffirm our pledge to honor all who don the uniform, no matter who you are or whom you love. And we will not relent until we finally, fully end discrimination against LGBTQ Americans for good. Read my full statement here: https://t.co/b8GhVGhCvm"
883,Democrats’ bold action to send this injustice to the dustbin of history immediately strengthened our national security and ensured that all those who put their lives on the line for our freedom are treated with dignity and respect.
884,"Ten years ago today, America took a monumental step forward on the march toward full equality.
 
When the repeal of the hateful #DontAskDontTell policy took effect, tens of thousands of brave, patriotic LGBTQ Servicemembers could finally openly serve our country."
885,It was a privilege to meet with Leader @Keir_Starmer of the UK Labour Party in London this morning to discuss the enduring special relationship between our two nations and other issues of critical importance. https://t.co/8IyySqLhCb
886,"This flag, which flew over the U.S. Capitol on the day of @POTUS inauguration, will carry on the proud tradition in St. Laurence’s Church and serve as a symbol of the everlasting bonds between our countries and peoples. May it always be a symbol of friendship, fellowship &amp; peace."
887,"On behalf of the United States Congress, it was my official honor to join @CommonsSpeaker in Chorley’s St. Laurence’s Church to present an American flag complementing the one given more than 76 years ago after WWII by American Servicemembers who were housed in and around Chorley. https://t.co/J6CbGScBNz"
888,"It was truly a pleasure to mark the occasion of the @G7 Speakers’ Meeting in Chorley, UK by planting  an American Sweet Gum tree at the Astley Hall with 10-year-old Amy today! https://t.co/ZKeAKx28sb"
889,"Open democracies are what make up strong democracies: informed and enriched by the values and voices we represent. Proud to represent the United States and deliver remarks on the debate on open vs. secure parliaments at the @G7 Speakers’ Meeting in Chorley, UK. https://t.co/lwxwbranfk"
890,"During the @G7 Speaker’s Meeting, I was also pleased to meet with @RichardFerrand, President of the French National Assembly, and @Roberto_Fico, President of the Italian Chamber of Deputies. https://t.co/69KCPlllo5"
891,It is a privilege to join @CommonsSpeaker in his proud hometown of Chorley for the 20th @G7 Speakers’ Meeting. https://t.co/HNB2JECmDE
892,"It was a privilege to speak with @RobinNiblett at @ChathamHouse for a moderated conversation this morning. For over a century, Chatham House has been a leader in facilitating international conversation and cooperation in a proud spirit of intellectual pursuit. https://t.co/hpNNoTjGem"
893,Today it was a privilege to meet with @AlokSharma_RDG in London ahead of @COP26 to reaffirm our shared commitment to combating the climate crisis. https://t.co/TFNfYapA4g
894,Join @RobinNiblett and me at @ChathamHouse in London for a moderated conversation. https://t.co/r7uBXuZvP2
895,"Today, it was a great privilege to accept an Honorary Membership to @CambridgeUnion and serve as their inaugural speaker for the 2021-22 academic year. https://t.co/ctUsE3I2fG"
896,It was also my honor to personally invite the Prime Minister to a bipartisan leadership meeting in the United States Capitol when he travels to the United States later this month. Read my full statement here: https://t.co/Sg8JAZafen
897,"Today, it was my honor to meet with @BorisJohnson to celebrate the special relationship between America and the United Kingdom and to reaffirm our mutual commitment to international security and strengthening the cherished friendship between our nations and peoples. https://t.co/BUTOXXcTBy"
898,Join me at the @CambridgeUnion for a moderated conversation and acceptance of an honorary membership. https://t.co/Mekj48Wo6a
899,"As House Speaker, it is my official privilege to join my G7 colleagues in the United Kingdom for this year’s Speakers’ Meeting.
 
Today, I was honored to visit our U.S. Marine Detachment at the @USAinUK and thank them for their service. https://t.co/5RaTXVyD8r"
900,"When we #BuildBackBetter, we will create jobs, cut taxes and lower health costs for families across America. Read my full statement here: https://t.co/li4RKzxRvl"
901,"Thanks to @HouseDemocrats’ leadership, health coverage through the ACA is more affordable than ever. With families facing a deadly pandemic and many losing health coverage at work, Democrats dramatically lowered the cost of premiums for those who purchase coverage on their own."
902,"Today’s record breaking enrollment numbers are further proof of the life-saving role the Affordable Care Act serves as a pillar of American health and economic security, standing alongside Medicare, Medicaid and Social Security."
903,"When Kamala Harris became @VP, America took a glorious step into the future. In the White House, she is not only making history – but she is making progress #ForThePeople.
 
Read my full #TIME100 piece on Vice President Kamala Harris. https://t.co/m1F0Jtpafq"
904,"Indeed, our country’s foundational spirit of E Pluribus Unum – from many, one – continues to inspire Democrats as we strive to build a stronger, fairer future for all our children and for decades to come. Read my statement on #HispanicHeritageMonth here: https://t.co/sH6vkpYC51"
905,"Since our nation’s founding, Latinos and Latinas have played an integral role in the American story. From these extraordinary achievements we are reminded that our nation’s greatest strength is our unity, forged by our diversity."
906,"During COVID-19, our nation has been grateful for the courageous service of so many Hispanic Americans on the frontlines. We also reflect on the challenges our Latino communities face, from unjust impacts of COVID-19 to decades of underinvestment to a broken immigration system."
907,"#HispanicHeritageMonth offers a special opportunity to come together in celebration of our Latino communities, who have for generations blessed our nation with their remarkable talents, fierce patriotism and an entrepreneurial spirit."
908,"In order to #BuildBackBetter, we have to start with women, who have seen the biggest challenges during the pandemic.

@POTUS’ transformative vision will enable women to go back to work without having to worry about the uncertainty of home health care for their families. https://t.co/ef2pqaEamu"
909,"I was proud to recommend to @POTUS that @RepBarbaraLee continue her service as our representative to the United Nations. Our nation, and indeed the world, will be well-served with the experience and excellence that she brings to this essential post: https://t.co/E0h4EppWqC"
910,"Congresswoman Barbara Lee has the confidence of the Congress to continue to represent the U.S. at the 76th General Assembly of the United Nations. She will continue to bring her commitment to strengthen the UN, advance American values and build a brighter, fairer future for all."
911,"As Americans across the country mark #September11, we recommit to our sacred promise to never forget – both what we lost and the unity and strength that we found."
912,"President Lincoln once cautioned the country of  “the silent artillery of time,” threatening to erode our memories. Let us renew our vow: that time shall not dim the memory of our heroes. https://t.co/YBtdDvTF7m"
913,"Moved by their strength, resilience &amp; persistence, @HouseDemocrats are fighting to honor this truth: no woman should be forced to live in fear of violence or intimidation. Let us strive to build a brighter, safer future for all women &amp; girls. My statement: https://t.co/fHQtOO3Wq3"
914,Yet there remains work to do. 1 in 3 women today have experienced sexual &amp; domestic violence – with even higher rates for women of color &amp; women from underserved communities. We must listen to the brave survivors sharing their stories &amp; demanding we take action.
915,"Today, Americans celebrate the lives saved &amp; the progress forged by this legislation, first championed by @POTUS during his service in the Senate. We also hold in our hearts the women lost to this horrific violence &amp; their loved ones."
916,"For nearly three decades, the #ViolenceAgainstWomenAct has stood as one of our nation’s most powerful tools in the fight against sexual &amp; domestic violence. This has been an invaluable force to rally the nation around protecting the safety, rights &amp; dignity of women and girls."
917,"At our darkest moment, America showed the world our greatness in the heroism of the first responders who rushed into danger on #September11. Today and always, Americans are united in grief for those we lost and their families, and in gratitude for their heroism. https://t.co/bkfSmTnPuQ"
918,Join Members of Congress and me at the U.S. Capitol for a Bipartisan Congressional Remembrance Ceremony marking 20 years since the terror attacks on September 11th. https://t.co/C6kS6s1vD4
919,"See what happened behind-the-scenes last week at the United States Capitol and in my travels with my Medium post, ‘Madam Speaker.’
https://t.co/L6jrsY6KTX"
920,"Deeply concerned with allegations of torture in detention of aid worker Abdulrahman al-Sadhan. His sentencing continues Saudi Arabia’s assault on freedom of expression. Congress will monitor Abdulrahman’s appeal hearing tomorrow, as well as all human rights abuses by the regime."
921,"It was a solemn privilege to visit the @Sept11Memorial to mark 20 years since the terror attacks on our nation.
 
When we talk about #September11 we tread on sacred ground. Let us continue to hold dear the memories of those we lost &amp; honor those who rose to heroism that day. https://t.co/VbPZHcMPh0"
922,Read my full statement on twenty years since the September 11th attacks here. https://t.co/xaEU8gak65
923,"Twenty years later — after the rubble has been cleared, the fires extinguished and our cities rebuilt — Americans come together today to pray for the 3,000 beautiful souls lost to the terror attacks, honor the heroes &amp; survivors, and reaffirm our sacred pledge to #NeverForget911 https://t.co/pHwZxJUK4P"
924,"The painful memories of September 11th remain forever etched in the hearts of every American, inspiring us to come together to build a more peaceful future for generations to come. Read my full statement here: https://t.co/xaEU8gak65"
925,"Yet, the story of #September11 is also one of heroism and hope. In one of our nation’s darkest moments, Americans forged unity in the anguish of loss, strength in the shadow of fear and hope in the face of despair – proving to the world the indomitability of the American spirit."
926,"Twenty years ago, the terror attacks on #September11 forever changed our nation and the world.

We hold dear the memories of the 3,000 beautiful souls who perished in the attacks, and the families who have endured unimaginable pain, as well as honor all the heroes and survivors."
927,Grateful to receive an honorary degree yesterday from @SmithCollege as a part of their Year on Democracies. Watch my Presidential Colloquium for this event below.  https://t.co/aYxVfCxQXH
928,"RT @HouseBudgetDems: If we’re going to #BuildBackBetter, we need to make sure women are able to fully participate in the workforce. https:/…"
929,.@POTUS &amp; @HouseDemocrats have created more than 4 million jobs. Now we must unlock the full economic power of every worker in America &amp; #BuildBackBetter: More jobs. Tax cuts. Lower costs. https://t.co/vleryTgDWH
930,"Proud to join @RepJohnLarson &amp; @GovNedLamont at Goodwin University to celebrate the expanded Biden #ChildTaxCredit, ahead of families receiving the third check next week. This is a recognition of how we value children, support families &amp; honor @POTUS' vision to #BuildBackBetter. https://t.co/fW1ja8mKh7"
931,Join me live with @RepMcGovern for a press event to highlight the American Rescue Plan and the Biden #ChildTaxCredit. https://t.co/bMU3nLUUmd
932,"Join @RepJohnLarson, @GovNedLamont and me live for a press event to celebrate the expanded Biden #ChildTaxCredit.
 https://t.co/lK52WT9hNx"
933,"Join me live for my weekly press conference at the United States Capitol.
https://t.co/kAHpNyd2QH"
934,Let us draw inspiration from Judaism’s beautiful call to repair the world and build a fairer future for generations. And we remain committed to combating hatred and bigotry in all forms. I wish all people of the Jewish faith a sweet and joyful new year. Shana tovah u’metukah!
935,"This holy season, Jewish families look ahead after a challenging past year — including a disturbing rise in antisemitic attacks. Our nation is in awe of the strength and resilience of the Jewish people."
936,"#RoshHashanah offers an opportunity for millions of Jewish families to rejoice with loved ones and reflect on the blessings of the past year. As the celebration of the High Holy Days begins, Congress joins all Americans in wishing our Jewish communities health and happiness."
937,"As we observe #LaborDay, we remember a titan of labor: Richard Trumka. Richard dedicated his life to the labor movement, and in doing so, lifted up all working Americans.
https://t.co/vBKAlSkCBx"
938,"As our nation emerges from this crisis, Democrats will not relent in our fight to build an economy that works for everyone, so that every child may have the means to pursue their American Dream. Read my full statement here: https://t.co/lHhautFHwh"
939,The many victories secured by the heroes of organized labor helped forge the middle class and continue to benefit every family. Democrats are proud to stand with unions &amp; we are leading the charge in the Congress to deliver critical benefits and protections for American workers.
940,"On #LaborDay our nation honors all hard-working Americans, who are the backbone of our economy, &amp; the labor unions that empower them to reach their fullest potential. Working people joining together in a union have been one of the greatest forces for progress in American history."
941,"With @POTUS’ vision to #BuildBackBetter, Democrats are giving leverage not to the rich, but to the children of America and their families. We’re working on historic legislation that will help meet their needs. https://t.co/eVdMUr7pOE"
942,"Congressional Democrats and President Biden will #BuildBackBetter – with more jobs, cut taxes and lower costs for all. Read my full statement here: https://t.co/z1SQiNbDrb"
943,"Today’s job report is further evidence of the need to #BuildBackBetter for our economy. As the delta variant continues, decisive action is needed to ensure that the economic gains forged under @POTUS – including four million jobs created – are sustained and shared by all."
944,Join me live with Rep. Doggett in Austin to highlight Democrats’ priorities in the forthcoming #BuildBackBetter Act that will lower health care costs. https://t.co/WmHI4CI0Mu
945,Read My Full Statement on Supreme Court Shadow Ruling on Texas Reproductive Rights Case here: https://t.co/Qon4WtB9ax
946,"When the Supreme Court takes up its reproductive rights case this year, we urge it to uphold, as Justice Sotomayor wrote in her dissent, ‘its constitutional obligations to protect not only the rights of women, but also the sanctity of its precedents and of the rule of law.’"
947,"Every woman has the constitutional right to basic health care. SB8 is the most extreme, dangerous abortion ban in half a century &amp; its purpose is to destroy Roe v. Wade, and even refuses to make exceptions for cases of rape and incest. This ban necessitates codifying Roe v. Wade."
948,The Court’s cowardly decision to uphold a flagrantly unconstitutional assault on women’s rights and health is staggering. The House will bring up Congresswoman Judy Chu’s Women’s Health Protection Act to enshrine into law reproductive health care for all women across America.
949,"As COVID continues to take a toll on mental health, we must do more to treat addiction, end the stigma &amp; advance equity in access to care.
 
Congress remains committed, in a bipartisan way, to helping every American achieve recovery so that they may reach their fullest potential."
950,"As we mark the first day of #NationalRecoveryMonth today, Congress stands with all who struggle with substance use disorders &amp; we celebrate the millions who fought hard to achieve recovery.
 
We also honor the many we have sadly lost to this epidemic."
951,"Every woman, everywhere has the constitutional and moral right to basic reproductive health care. We will fight SB8 and all immoral and dangerous attacks on women’s health and freedoms with all our strength."
952,SCOTUS’s failure to block #SB8 has delivered catastrophe to women in Texas. This radical law is an all out effort to erase the rights and protections of Roe v Wade.
953,"Democrats are committed to the #BuildBackBetter agenda so that we help women return to the workplace and ensure that their families and children are cared for.

Children learning, parents earning. https://t.co/q0Th2v5P9K"
954,"The Congress will continue to work closely with @POTUS and the Admin, as we are briefed regularly and work to address the security and humanitarian challenges that remain for evacuees and those who wish to be evacuated. We pray for the people of Afghanistan and in the region."
955,"As we honor the heroism of the fallen, we salute each member of our military, intelligence and diplomatic communities who conducted this evacuation, which is the largest and most successful airlift in U.S. history."
956,"Congress joins @POTUS in solemn prayer for every life lost. We are united in prayer for the thirteen U.S. servicemembers killed last Thursday as they helped bring over 124,000 Americans, allies and Afghan partners to safety, an act of profound valor, selflessness and sacrifice."
957,"Today, America and the world observe a milestone of solemnity: the end of the twenty-year war in Afghanistan. I commend @POTUS for his steadfast leadership in ending a forever war. Too many men and women in uniform and their families have had to bear the burden of this conflict."
958,"See what happened behind-the-scenes last week at the United States Capitol and in my district with my Medium post, ‘Madam Speaker.’
https://t.co/OimPjQAX0e"
959,"58 years after the #MarchOnWashington, Americans are marching again today for our democracy. With state laws disenfranchising voters and making it harder to vote, we need the Senate to pass the For the People Act and the House-passed John Lewis Voting Rights Advancement Act!"
960,"Across the country, state lawmakers like those in Texas are systematically disenfranchising voters by making it harder to vote. Now more than ever we need the For The People Act and the recently House-passed John Lewis Voting Rights Advancement Act to #RestoreTheVote. https://t.co/ioOpwg1L66"
961,"This week, the House passed H.R. 4, the John R. Lewis Voting Rights Advancement Act to restore the power of the Voting Rights Act. In America, the right to vote must never, ever be compromised. Proud to stand with @RepTerriSewell and House Democrats in fighting #ForThePeople. https://t.co/jJzVkGoC30"
962,"Today, I ordered flags at the U.S. Capitol to be flown at half-staff in honor of the U.S. Servicemembers &amp; others killed in the terrorist attack outside of the Kabul airport.

Congress &amp; the Country pray for the innocent lives lost, those injured &amp; the families of all affected. https://t.co/JvxE1MeoTc"
963,"As we pray for the lives lost, the many injured and their families, Congress and the Country are grateful to our military, diplomatic and intelligence communities for their courage and patriotism. Read my full statement here: https://t.co/7Z1Xlfin0f"
964,"As we work with the Biden Admin to bring stability to the situation, Congress must continue to be kept closely informed, which is why I have requested the Executive Branch continue to brief Members. Our Committees of Jurisdiction will continue to hold briefings on Afghanistan."
965,"Since the end of July, over 100,000 people have been evacuated from Afghanistan with assistance of the US military &amp; allied forces. As we continue this process, Congress, on a bipartisan basis, remains deeply concerned about the security and humanitarian situation in Afghanistan."
966,"The United States House of Representatives strongly condemns the heinous terrorist attack outside Kabul airport.  We mourn the loss of every innocent life taken, and we join every American in heartbreak over the deaths of the servicemembers killed."
967,"Join me live in San Francisco with Mayor London Breed, elected officials and community leaders to commemorate Women’s Equality Day. https://t.co/B4FWheLFH5"
968,"Proud to meet with religious leaders &amp; @UniteThePoor yesterday at the Capitol.
 
I came to Congress for our children. No child should ever go to sleep hungry. Thanks to @POTUS, we have a transformative opportunity to #BuildBackBetter for every family. https://t.co/BpB1l52Jsu"
969,"Today, and every day, let us summon the suffragists’ spirit of hope and strive to lift up the voices of women across the nation – because we know this truth: when women succeed, America succeeds. Read my full statement here: https://t.co/KFF2Wm2Jbh"
970,"Despite progress, women across the nation still face barriers to full equality: from shameful pay disparities to the unfair economic impacts of the pandemic to the brazen assault on the right to vote. At this moment, Democrats are committed to Building Back Better with Women."
971,"We also remember the many heroic women of color, too often unsung, who carried on the fight for decades more to overcome discrimination and injustice to win fair access to the ballot for every community."
972,"More than a century ago, after generations of marching and fighting, courageous suffragists finally won full and equal citizenship and representation in our democracy with the adoption of the 19th Amendment. We honor those who moved our nation closer toward full equality for all."
973,Honored to speak with Israeli PM @naftalibennett today. We discussed the importance of our nations’ unbreakable bond. Support for Israel is &amp; will always be bipartisan in Congress. I expressed to the PM the hope for a two-state solution &amp; commended his leadership fighting COVID.
974,"Join Leaders of the Poor People’s Campaign, religious leaders and me live for a press event on key issues #ForThePeople, such as voting rights, the minimum wage and infrastructure. https://t.co/5ztLNA4NTs"
975,"Join me live for my weekly press conference at the United States Capitol.
https://t.co/BZhdhsPpgb"
976,"Join Congresswoman Terri Sewell, House Democrats and me live for a press event highlighting H.R. 4, the John R. Lewis Voting Rights Advancement Act, to restore the power of the Voting Rights Act and protect the right to vote. https://t.co/SOkV9VBz5c"
977,"RT @HouseJudiciary: The threats to voting rights cut at the core of our democracy.
 
#HR4, the John Lewis Voting Rights Advancement Act wil…"
978,"RT @GovMurphy: With bold investments in both hard and human infrastructure, New Jerseyans would benefit tremendously from the bipartisan In…"
979,"For those reluctant to get vaccinated, this long-awaited approval reflects the extraordinary rigor and scrutiny that FDA has applied in reviewing millions of cases to ensure that this vaccine is safe.
https://t.co/ppST0TxFvS"
980,"Daily, we are seeing the tragedy of unvaccinated Americans struggling to breathe in hospital beds, sending heartbreaking messages to their loved ones to get vaccinated before it’s too late. Vaccines are the best way to protect ourselves, those in our care, schools &amp; workplaces."
981,"The FDA’s full approval of a coronavirus vaccine shows Americans can have full confidence in the safety and effectiveness of a vaccine that has been painstakingly studied and reviewed. With the leadership of @POTUS, free, safe and effective vaccines are available across America."
982,"Congratulations @LizShuler on your historic election to lead @AFLCIO!
 
House Democrats look forward to continuing our partnership with you to #BuildBackBetter, lift up diversity in the workplace and create millions of good-paying, sustainable jobs for all!"
983,"House Committee Chairs were joined by members of the House Democratic Leadership in commending President Biden for the boldness of his vision and his determination to pass legislation.

Today’s meeting was marked by a determination to produce results – and soon."
984,"Today, @POTUS met with the Chairs of the House Committees that will write the reconciliation bill. All agreed that we have an historic opportunity for transformational change #ForThePeople. The President expressed his appreciation for the Committees’ work to Build Back Better."
985,"Once again, Capitol Police, FBI and other law enforcement dealt with a potential threat to the Capitol Hill community. 
 
The immense gratitude of the Congress is with all law enforcement officers who today &amp; all days sacrifice to keep the Capitol Complex &amp; those within it safe."
986,"Proud to join Dr. Susan Ehrlich, @IMAKglobal and @CoveredCA at San Francisco General Hospital yesterday to discuss Democrats’ efforts to lower health care costs #ForThePeople.

Quality, affordable health care must be a right, not a privilege. https://t.co/FG4l3qbwh3"
987,Join me live at the San Francisco General Hospital to discuss Democrats’ efforts to lower health care costs #ForThePeople. https://t.co/ZtPRVIRIJa
988,"With Congresswoman @RepTerriSewell and Judiciary Committee Chairman @RepJerryNadler’s leadership, Democrats are fighting back against an anti-democratic tide and protecting access to the ballot box for every American. Read my full statement here: https://t.co/BK6RFpBv6J"
989,"With the attack on the franchise escalating and states beginning the process of redistricting, we must act. When the House returns on August 23rd, Democrats plan to pass H.R. 4 – and we hope it can secure the bipartisan support this vital legislation deserves."
990,"The House today is taking a momentous step to secure the sacred right to vote for generations to come. With the John R. Lewis Voting Rights Advancement Act, @HouseDemocrats are fighting back against an anti-democratic tide &amp; protecting access to the ballot box for every American."
991,"RT @RepTerriSewell: Today, with enormous pride and endless gratitude for those who marched here before me, I will be standing at the foot o…"
